mode,gen_tokens,posbin,pairs,p50,p95,p99,mean
kv_cache,1024,50-75%,6912,1.3394062987044795,1.5798184414006524,1.6629978192061954,1.343098122968777
kv_cache,1024,75-90%,4131,1.4849523987207986,1.7154379139950033,1.8147600653047693,1.4859114734258339
kv_cache,1024,90-100%,2754,1.4768611595471801,1.7150326944242489,1.7981123533870553,1.478920208577837
kv_cache,2048,0-10%,3690,1.2793268612135644,45.092643764878,48.49800694052473,10.285058100884607
kv_cache,2048,10-25%,5544,1.3166718148374974,44.65686555747909,46.66751442326774,10.17982377367324
kv_cache,2048,25-50%,9216,1.5257345259900266,42.73374788237404,44.97127791808077,9.776763826907256
kv_cache,2048,50-75%,9216,1.6975230358288063,37.943151887209865,40.93572047308399,8.634948613916057
kv_cache,2048,75-90%,5526,1.800187481275613,34.40114327807376,39.303564944380625,7.485767933967712
kv_cache,2048,90-100%,3672,1.858501626664081,36.88657618280069,40.08109554297206,6.700253141287659
no_cache,128,0-10%,1404,0.7628295672873145,2.292571046549154,2.529745461512199,1.0105882985536625
no_cache,128,10-25%,2160,0.7937117047995303,2.240839594581926,2.3973744020978067,1.0118960840838263
no_cache,128,25-50%,3456,0.7719418718897055,2.236059502090896,2.4211812787005136,1.0052326888385281
no_cache,128,50-75%,3456,0.7521393801481996,2.2152957757022333,2.2834506683815388,0.9851715460843453
no_cache,128,75-90%,2052,0.7575442182376877,2.2102314738344533,2.2626690627714185,0.9907356271469769
no_cache,128,90-100%,1296,0.7548790349857628,2.196521433099042,2.3416953859294685,0.9955692130034305
no_cache,256,0-10%,2808,0.7643273586684378,2.236431064951941,2.3357581222656956,1.002049138236447
no_cache,256,10-25%,4212,0.758891486502165,2.238946044147666,2.540923771311096,1.0033899862568776
no_cache,256,25-50%,6912,0.7738699946077937,2.1744771365712032,2.2706375302698345,0.9782191936351112
no_cache,256,50-75%,6912,0.7653577586988055,2.7142601863844855,2.867766137532752,1.05739987681377
no_cache,256,75-90%,4104,0.7535916720793597,2.7929575179104713,2.905382190204853,1.101098655203106
no_cache,256,90-100%,2700,0.7589087256187141,2.793714366175784,3.2429346821790355,1.117903726696303
no_cache,512,0-10%,2652,0.740161903117246,2.562801621301003,2.6575252583277007,0.9543084071410671
no_cache,512,10-25%,3927,0.7385110365691809,2.5362974850693405,2.6230405381326984,0.9524752101317054
no_cache,512,25-50%,6528,0.7485280914952571,2.5029228199778837,2.5688282810453154,0.9522049091985777
no_cache,512,50-75%,6528,0.7642355490041468,2.445186264585923,2.508876770770683,0.9485265065517139
no_cache,512,75-90%,3876,0.7749958585104517,2.260172933783122,2.3120190272485126,0.9393559739080832
no_cache,512,90-100%,2601,0.7786322762200456,2.2464432965012366,2.315729614361834,0.9428751034978382
no_cache,1024,0-10%,2781,0.7279350381513074,0.8083317039218784,0.8795838300356741,0.7245657505395492
no_cache,1024,10-25%,4158,0.7321141543223577,0.7712809230368205,0.8602620730570657,0.7148051401491725
no_cache,1024,25-50%,6912,0.7586785299752852,0.7952944102237023,0.9097872447009298,0.744930620783468
no_cache,1024,50-75%,6912,0.791485398640499,0.8219066029280054,0.837934197373825,0.7846804083609029
no_cache,1024,75-90%,4131,0.826491904819254,0.852864885380701,0.8714171162291042,0.8233424487995755
no_cache,1024,90-100%,2754,0.8390680105059822,0.8615743359927177,0.8761469374716958,0.8366309871562546
no_cache,2048,0-10%,3690,0.8464052254195635,11.214234423286669,11.622969917401075,2.880897798390861
no_cache,2048,10-25%,5544,0.8648809095494661,10.535597217113086,10.770683336198502,2.7887330944926574
no_cache,2048,25-50%,9216,0.8946760220776404,10.026688592004891,10.28794142090994,2.7099084532686337
no_cache,2048,50-75%,9216,0.9282468224136394,9.67985534607799,9.855660621669664,2.549173463917364
no_cache,2048,75-90%,5526,0.9423549610272786,7.873187068591546,8.760742839139498,2.300267982210974
no_cache,2048,90-100%,3672,0.9520294026463355,7.64582516358684,7.7391951402371815,2.2306324564384714
