run_id,engine,mode,prompt_id,embd_mult,token_index,token_ms
1,nano,no_cache,p1_L768,5,41,3047.980321
1,nano,no_cache,p1_L768,5,42,3029.685870
1,nano,no_cache,p1_L768,5,43,3062.114041
1,nano,no_cache,p1_L768,5,44,2993.727033
1,nano,no_cache,p1_L768,5,45,3179.313391
1,nano,no_cache,p1_L768,5,46,3016.777995
1,nano,no_cache,p1_L768,5,47,3007.023355
1,nano,no_cache,p1_L768,5,48,3013.287319
1,nano,no_cache,p1_L768,5,49,3106.458119
1,nano,no_cache,p1_L768,5,50,3022.221943
1,nano,no_cache,p1_L768,5,51,3098.737791
1,nano,no_cache,p1_L768,5,52,3047.398890
1,nano,no_cache,p1_L768,5,53,3127.606605
1,nano,no_cache,p1_L768,5,54,3188.869271
1,nano,no_cache,p1_L768,5,55,3053.510959
1,nano,no_cache,p1_L768,5,56,3136.634708
1,nano,no_cache,p1_L768,5,57,3174.321793
1,nano,no_cache,p1_L768,5,58,3080.477005
1,nano,no_cache,p1_L768,5,59,3134.970152
1,nano,no_cache,p1_L768,5,60,3141.838227
1,nano,no_cache,p1_L768,5,61,3094.452277
1,nano,no_cache,p1_L768,5,62,3088.491793
1,nano,no_cache,p1_L768,5,63,3111.418335
1,nano,no_cache,p1_L768,5,64,3052.229116
1,nano,no_cache,p1_L768,5,65,3163.422216
1,nano,no_cache,p1_L768,5,66,3090.522771
1,nano,no_cache,p1_L768,5,67,3231.587042
1,nano,no_cache,p1_L768,5,68,3139.227689
1,nano,no_cache,p1_L768,5,69,3288.634456
1,nano,no_cache,p1_L768,5,70,3078.208076
1,nano,no_cache,p1_L768,5,71,3106.762629
1,nano,no_cache,p1_L768,5,72,3127.862039
1,nano,no_cache,p1_L768,5,73,3076.168490
1,nano,no_cache,p1_L768,5,74,3162.463647
1,nano,no_cache,p1_L768,5,75,3122.489339
1,nano,no_cache,p1_L768,5,76,3084.448046
1,nano,no_cache,p1_L768,5,77,3127.683726
1,nano,no_cache,p1_L768,5,78,3120.223068
1,nano,no_cache,p1_L768,5,79,3169.246356
1,nano,no_cache,p1_L768,5,80,3122.304298
1,nano,no_cache,p1_L768,5,81,3128.121066
1,nano,no_cache,p1_L768,5,82,3132.129807
1,nano,no_cache,p1_L768,5,83,3114.760353
1,nano,no_cache,p1_L768,5,84,3109.495428
1,nano,no_cache,p1_L768,5,85,3132.184668
1,nano,no_cache,p1_L768,5,86,3178.792875
1,nano,no_cache,p1_L768,5,87,3169.039101
1,nano,no_cache,p1_L768,5,88,3100.890127
1,nano,no_cache,p1_L768,5,89,3227.837171
1,nano,no_cache,p1_L768,5,90,3188.452544
1,nano,no_cache,p1_L768,5,91,3155.548095
1,nano,no_cache,p1_L768,5,92,3229.012363
1,nano,no_cache,p1_L768,5,93,3274.173888
1,nano,no_cache,p1_L768,5,94,3140.451153
1,nano,no_cache,p1_L768,5,95,3101.981184
1,nano,no_cache,p1_L768,5,96,3185.840603
1,nano,no_cache,p1_L768,5,97,3258.345741
1,nano,no_cache,p1_L768,5,98,3174.220516
1,nano,no_cache,p1_L768,5,99,3253.021536
1,nano,no_cache,p1_L768,5,100,3175.321597
1,nano,no_cache,p1_L768,5,101,3241.997941
1,nano,no_cache,p1_L768,5,102,3243.211723
1,nano,no_cache,p1_L768,5,103,3258.024968
1,nano,no_cache,p1_L768,5,104,3259.949853
1,nano,no_cache,p1_L768,5,105,3265.182579
1,nano,no_cache,p1_L768,5,106,3203.639436
1,nano,no_cache,p1_L768,5,107,3187.901960
1,nano,no_cache,p1_L768,5,108,3216.803458
1,nano,no_cache,p1_L768,5,109,3164.996765
1,nano,no_cache,p1_L768,5,110,3243.073297
1,nano,no_cache,p1_L768,5,111,3296.201832
1,nano,no_cache,p1_L768,5,112,3179.028056
1,nano,no_cache,p1_L768,5,113,3160.526337
1,nano,no_cache,p1_L768,5,114,3374.228588
1,nano,no_cache,p1_L768,5,115,3260.358411
1,nano,no_cache,p1_L768,5,116,3209.058336
1,nano,no_cache,p1_L768,5,117,3288.086487
1,nano,no_cache,p1_L768,5,118,3266.283934
1,nano,no_cache,p1_L768,5,119,3206.583182
1,nano,no_cache,p1_L768,5,120,3173.047697
1,nano,no_cache,p1_L768,5,121,3336.460171
1,nano,no_cache,p1_L768,5,122,3225.342163
1,nano,no_cache,p1_L768,5,123,3262.886391
1,nano,no_cache,p1_L768,5,124,3315.688433
1,nano,no_cache,p1_L768,5,125,3421.349985
1,nano,no_cache,p1_L768,5,126,3377.596529
1,nano,no_cache,p1_L768,5,127,3238.319212
1,nano,no_cache,p1_L768,5,128,3264.480267
1,nano,no_cache,p1_L768,5,129,3363.898871
1,nano,no_cache,p1_L768,5,130,3424.957332
1,nano,no_cache,p1_L768,5,131,3419.489106
1,nano,no_cache,p1_L768,5,132,3420.171326
1,nano,no_cache,p1_L768,5,133,3341.312500
1,nano,no_cache,p1_L768,5,134,3453.222797
1,nano,no_cache,p1_L768,5,135,3400.089441
1,nano,no_cache,p1_L768,5,136,3443.751416
1,nano,no_cache,p1_L768,5,137,3473.667286
1,nano,no_cache,p1_L768,5,138,3383.650665
1,nano,no_cache,p1_L768,5,139,3481.207797
1,nano,no_cache,p1_L768,5,140,3444.300892
1,nano,no_cache,p1_L768,5,141,3534.860252
1,nano,no_cache,p1_L768,5,142,3420.089297
1,nano,no_cache,p1_L768,5,143,3435.021356
1,nano,no_cache,p1_L768,5,144,3449.480494
1,nano,no_cache,p1_L768,5,145,3400.045470
1,nano,no_cache,p1_L768,5,146,3495.939884
1,nano,no_cache,p1_L768,5,147,3449.238821
1,nano,no_cache,p1_L768,5,148,3462.987073
1,nano,no_cache,p1_L768,5,149,3461.269053
1,nano,no_cache,p1_L768,5,150,3444.524170
1,nano,no_cache,p1_L768,5,151,3450.708214
1,nano,no_cache,p1_L768,5,152,3487.368967
1,nano,no_cache,p1_L768,5,153,3475.134261
1,nano,no_cache,p1_L768,5,154,3464.218972
1,nano,no_cache,p1_L768,5,155,3527.908116
1,nano,no_cache,p1_L768,5,156,3479.637014
1,nano,no_cache,p1_L768,5,157,3435.908782
1,nano,no_cache,p1_L768,5,158,3608.972600
1,nano,no_cache,p1_L768,5,159,3597.621306
1,nano,no_cache,p1_L768,5,160,3524.054130
1,nano,no_cache,p1_L768,5,161,3449.243108
1,nano,no_cache,p1_L768,5,162,3449.671796
1,nano,no_cache,p1_L768,5,163,3533.756683
1,nano,no_cache,p1_L768,5,164,3553.268337
1,nano,no_cache,p1_L768,5,165,3436.418042
1,nano,no_cache,p1_L768,5,166,3407.693777
1,nano,no_cache,p1_L768,5,167,3487.451192
1,nano,no_cache,p1_L768,5,168,3469.820941
1,nano,no_cache,p1_L768,5,169,3445.746940
1,nano,no_cache,p1_L768,5,170,3534.368247
1,nano,no_cache,p1_L768,5,171,3493.455283
1,nano,no_cache,p1_L768,5,172,3420.466978
1,nano,no_cache,p1_L768,5,173,3445.474315
1,nano,no_cache,p1_L768,5,174,3589.621786
1,nano,no_cache,p1_L768,5,175,3448.788138
1,nano,no_cache,p1_L768,5,176,3581.577304
1,nano,no_cache,p1_L768,5,177,3512.772331
1,nano,no_cache,p1_L768,5,178,3519.750273
1,nano,no_cache,p1_L768,5,179,3524.154038
1,nano,no_cache,p1_L768,5,180,3568.680254
1,nano,no_cache,p1_L768,5,181,3555.897706
1,nano,no_cache,p1_L768,5,182,3624.436795
1,nano,no_cache,p1_L768,5,183,3559.637398
1,nano,no_cache,p1_L768,5,184,3536.335898
1,nano,no_cache,p1_L768,5,185,3669.628021
1,nano,no_cache,p1_L768,5,186,3652.403129
1,nano,no_cache,p1_L768,5,187,3537.438028
1,nano,no_cache,p1_L768,5,188,3570.129372
1,nano,no_cache,p1_L768,5,189,3500.070339
1,nano,no_cache,p1_L768,5,190,3643.269606
1,nano,no_cache,p1_L768,5,191,3566.629569
1,nano,no_cache,p1_L768,5,192,3570.421427
1,nano,no_cache,p1_L768,5,193,3651.170744
1,nano,no_cache,p1_L768,5,194,3524.682157
1,nano,no_cache,p1_L768,5,195,3487.735162
1,nano,no_cache,p1_L768,5,196,3506.110482
1,nano,no_cache,p1_L768,5,197,3462.876873
1,nano,no_cache,p1_L768,5,198,3615.059151
1,nano,no_cache,p1_L768,5,199,3557.717200
1,nano,no_cache,p1_L768,5,200,3442.031301
1,nano,no_cache,p1_L768,5,201,3536.387490
1,nano,no_cache,p1_L768,5,202,3520.733473
1,nano,no_cache,p1_L768,5,203,3583.441078
1,nano,no_cache,p1_L768,5,204,3537.823892
1,nano,no_cache,p1_L768,5,205,3550.516960
1,nano,no_cache,p1_L768,5,206,3546.863734
1,nano,no_cache,p1_L768,5,207,3556.356983
1,nano,no_cache,p1_L768,5,208,3590.528194
1,nano,no_cache,p1_L768,5,209,3509.904911
1,nano,no_cache,p1_L768,5,210,3597.630341
1,nano,no_cache,p1_L768,5,211,3597.330516
1,nano,no_cache,p1_L768,5,212,3527.206021
1,nano,no_cache,p1_L768,5,213,3560.573196
1,nano,no_cache,p1_L768,5,214,3632.197902
1,nano,no_cache,p1_L768,5,215,3696.985355
1,nano,no_cache,p1_L768,5,216,3577.162844
1,nano,no_cache,p1_L768,5,217,3627.017485
1,nano,no_cache,p1_L768,5,218,3623.143286
1,nano,no_cache,p1_L768,5,219,3634.262527
1,nano,no_cache,p1_L768,5,220,3608.151462
1,nano,no_cache,p1_L768,5,221,3535.185381
1,nano,no_cache,p1_L768,5,222,3658.579977
1,nano,no_cache,p1_L768,5,223,3600.360622
1,nano,no_cache,p1_L768,5,224,3620.367456
1,nano,no_cache,p1_L768,5,225,3737.417954
1,nano,no_cache,p1_L768,5,226,3660.221204
1,nano,no_cache,p1_L768,5,227,3570.120039
1,nano,no_cache,p1_L768,5,228,3561.609341
1,nano,no_cache,p1_L768,5,229,3540.785574
1,nano,no_cache,p1_L768,5,230,3537.117304
1,nano,no_cache,p1_L768,5,231,3528.049537
1,nano,no_cache,p1_L768,5,232,3627.199786
1,nano,no_cache,p1_L768,5,233,3684.930727
1,nano,no_cache,p1_L768,5,234,3694.151924
1,nano,no_cache,p1_L768,5,235,3616.676925
1,nano,no_cache,p1_L768,5,236,3695.171528
1,nano,no_cache,p1_L768,5,237,3648.260814
1,nano,no_cache,p1_L768,5,238,3626.756907
1,nano,no_cache,p1_L768,5,239,3587.735233
1,nano,no_cache,p1_L768,5,240,3680.270144
1,nano,no_cache,p1_L768,5,241,3591.489657
1,nano,no_cache,p1_L768,5,242,3598.382060
1,nano,no_cache,p1_L768,5,243,3588.565050
1,nano,no_cache,p1_L768,5,244,3675.540557
1,nano,no_cache,p1_L768,5,245,3636.481969
1,nano,no_cache,p1_L768,5,246,3619.173442
1,nano,no_cache,p1_L768,5,247,3731.516985
1,nano,no_cache,p1_L768,5,248,3739.612761
1,nano,no_cache,p1_L768,5,249,3667.660927
1,nano,no_cache,p1_L768,5,250,3658.225811
1,nano,no_cache,p1_L768,5,251,3820.087218
1,nano,no_cache,p1_L768,5,252,3747.816055
1,nano,no_cache,p1_L768,5,253,3677.360181
1,nano,no_cache,p1_L768,5,254,3775.664291
1,nano,no_cache,p1_L768,5,255,3840.870177
1,nano,no_cache,p1_L768,5,256,3722.281287
1,nano,no_cache,p1_L768,5,257,3972.809303
1,nano,no_cache,p1_L768,5,258,3812.245547
1,nano,no_cache,p1_L768,5,259,3830.865806
1,nano,no_cache,p1_L768,5,260,3822.868926
1,nano,no_cache,p1_L768,5,261,3806.277045
1,nano,no_cache,p1_L768,5,262,3778.088961
1,nano,no_cache,p1_L768,5,263,3904.327830
1,nano,no_cache,p1_L768,5,264,3887.918477
1,nano,no_cache,p1_L768,5,265,3964.383780
1,nano,no_cache,p1_L768,5,266,3927.227866
1,nano,no_cache,p1_L768,5,267,3862.840439
1,nano,no_cache,p1_L768,5,268,3896.040643
1,nano,no_cache,p1_L768,5,269,4004.985811
1,nano,no_cache,p1_L768,5,270,3835.744850
1,nano,no_cache,p1_L768,5,271,3896.090679
1,nano,no_cache,p1_L768,5,272,3913.076113
1,nano,no_cache,p1_L768,5,273,3922.936370
1,nano,no_cache,p1_L768,5,274,3902.162287
1,nano,no_cache,p1_L768,5,275,3852.467668
1,nano,no_cache,p1_L768,5,276,3891.902443
1,nano,no_cache,p1_L768,5,277,3925.146657
1,nano,no_cache,p1_L768,5,278,3841.477409
1,nano,no_cache,p1_L768,5,279,3949.925310
1,nano,no_cache,p1_L768,5,280,3925.358972
1,nano,no_cache,p1_L768,5,281,3866.680381
1,nano,no_cache,p1_L768,5,282,3858.452434
1,nano,no_cache,p1_L768,5,283,3922.933308
1,nano,no_cache,p1_L768,5,284,3913.150367
1,nano,no_cache,p1_L768,5,285,3900.816823
1,nano,no_cache,p1_L768,5,286,3900.713011
1,nano,no_cache,p1_L768,5,287,3829.128495
1,nano,no_cache,p1_L768,5,288,3839.754722
1,nano,no_cache,p1_L768,5,289,3859.189604
1,nano,no_cache,p1_L768,5,290,3915.268881
1,nano,no_cache,p1_L768,5,291,3994.870041
1,nano,no_cache,p1_L768,5,292,3875.691456
1,nano,no_cache,p1_L768,5,293,4026.205955
1,nano,no_cache,p1_L768,5,294,3965.269082
1,nano,no_cache,p1_L768,5,295,3884.026062
1,nano,no_cache,p1_L768,5,296,3855.283767
1,nano,no_cache,p1_L768,5,297,4024.674440
1,nano,no_cache,p1_L768,5,298,3999.323451
1,nano,no_cache,p1_L768,5,299,4007.322872
1,nano,no_cache,p1_L768,5,300,3900.824966
1,nano,no_cache,p1_L768,5,301,4029.195818
1,nano,no_cache,p1_L768,5,302,4006.547791
1,nano,no_cache,p1_L768,5,303,3940.657753
1,nano,no_cache,p1_L768,5,304,3949.833724
1,nano,no_cache,p1_L768,5,305,3952.029760
1,nano,no_cache,p1_L768,5,306,3948.449869
1,nano,no_cache,p1_L768,5,307,3964.636799
1,nano,no_cache,p1_L768,5,308,4071.019821
1,nano,no_cache,p1_L768,5,309,3998.128568
1,nano,no_cache,p1_L768,5,310,4077.365423
1,nano,no_cache,p1_L768,5,311,3997.040669
1,nano,no_cache,p1_L768,5,312,4008.694771
1,nano,no_cache,p1_L768,5,313,4092.154756
1,nano,no_cache,p1_L768,5,314,3969.934035
1,nano,no_cache,p1_L768,5,315,4007.713372
1,nano,no_cache,p1_L768,5,316,3944.435654
1,nano,no_cache,p1_L768,5,317,3990.566823
1,nano,no_cache,p1_L768,5,318,3976.620254
1,nano,no_cache,p1_L768,5,319,3925.202096
1,nano,no_cache,p1_L768,5,320,4000.866725
1,nano,no_cache,p1_L768,5,321,3947.892497
1,nano,no_cache,p1_L768,5,322,3947.195805
1,nano,no_cache,p1_L768,5,323,4007.170125
1,nano,no_cache,p1_L768,5,324,3889.578117
1,nano,no_cache,p1_L768,5,325,3976.885894
1,nano,no_cache,p1_L768,5,326,4015.911348
1,nano,no_cache,p1_L768,5,327,3933.858275
1,nano,no_cache,p1_L768,5,328,4072.279008
1,nano,no_cache,p1_L768,5,329,4000.667848
1,nano,no_cache,p1_L768,5,330,4044.151305
1,nano,no_cache,p1_L768,5,331,4036.272947
1,nano,no_cache,p1_L768,5,332,4025.378587
1,nano,no_cache,p1_L768,5,333,4091.319098
1,nano,no_cache,p1_L768,5,334,4024.338778
1,nano,no_cache,p1_L768,5,335,4121.652425
1,nano,no_cache,p1_L768,5,336,4056.714823
1,nano,no_cache,p1_L768,5,337,4071.820380
1,nano,no_cache,p1_L768,5,338,4125.559411
1,nano,no_cache,p1_L768,5,339,4116.897565
1,nano,no_cache,p1_L768,5,340,3993.620611
1,nano,no_cache,p1_L768,5,341,4070.067292
1,nano,no_cache,p1_L768,5,342,4099.996090
1,nano,no_cache,p1_L768,5,343,4138.484962
1,nano,no_cache,p1_L768,5,344,4015.555017
1,nano,no_cache,p1_L768,5,345,4110.950958
1,nano,no_cache,p1_L768,5,346,4149.435934
1,nano,no_cache,p1_L768,5,347,4066.777554
1,nano,no_cache,p1_L768,5,348,4062.104186
1,nano,no_cache,p1_L768,5,349,4069.441128
1,nano,no_cache,p1_L768,5,350,4017.576200
1,nano,no_cache,p1_L768,5,351,4102.144754
1,nano,no_cache,p1_L768,5,352,4070.673616
1,nano,no_cache,p1_L768,5,353,4093.471339
1,nano,no_cache,p1_L768,5,354,4080.581056
1,nano,no_cache,p1_L768,5,355,4147.688669
1,nano,no_cache,p1_L768,5,356,4037.153267
1,nano,no_cache,p1_L768,5,357,4151.643072
1,nano,no_cache,p1_L768,5,358,4101.804181
1,nano,no_cache,p1_L768,5,359,4105.786642
1,nano,no_cache,p1_L768,5,360,4117.050914
1,nano,no_cache,p1_L768,5,361,4124.525036
1,nano,no_cache,p1_L768,5,362,4125.291014
1,nano,no_cache,p1_L768,5,363,4132.296910
1,nano,no_cache,p1_L768,5,364,4218.162897
1,nano,no_cache,p1_L768,5,365,4123.091804
1,nano,no_cache,p1_L768,5,366,4236.083447
1,nano,no_cache,p1_L768,5,367,4236.702444
1,nano,no_cache,p1_L768,5,368,4247.829605
1,nano,no_cache,p1_L768,5,369,4279.229532
1,nano,no_cache,p1_L768,5,370,4234.305848
1,nano,no_cache,p1_L768,5,371,4257.184086
1,nano,no_cache,p1_L768,5,372,4265.810494
1,nano,no_cache,p1_L768,5,373,4195.485377
1,nano,no_cache,p1_L768,5,374,4286.254319
1,nano,no_cache,p1_L768,5,375,4334.877413
1,nano,no_cache,p1_L768,5,376,4202.421087
1,nano,no_cache,p1_L768,5,377,4360.090398
1,nano,no_cache,p1_L768,5,378,4322.432685
1,nano,no_cache,p1_L768,5,379,4315.292868
1,nano,no_cache,p1_L768,5,380,4289.379689
1,nano,no_cache,p1_L768,5,381,4315.522338
1,nano,no_cache,p1_L768,5,382,4356.354683
1,nano,no_cache,p1_L768,5,383,4323.047284
1,nano,no_cache,p1_L768,5,384,4362.130350
1,nano,no_cache,p1_L768,5,385,4476.010570
1,nano,no_cache,p1_L768,5,386,4473.603548
1,nano,no_cache,p1_L768,5,387,4464.337925
1,nano,no_cache,p1_L768,5,388,4558.950372
1,nano,no_cache,p1_L768,5,389,4524.503995
1,nano,no_cache,p1_L768,5,390,4469.500766
1,nano,no_cache,p1_L768,5,391,4456.955530
1,nano,no_cache,p1_L768,5,392,4470.718832
1,nano,no_cache,p1_L768,5,393,4463.964675
1,nano,no_cache,p1_L768,5,394,4497.081293
1,nano,no_cache,p1_L768,5,395,4541.607628
1,nano,no_cache,p1_L768,5,396,4602.561688
1,nano,no_cache,p1_L768,5,397,4593.098562
1,nano,no_cache,p1_L768,5,398,4500.964594
1,nano,no_cache,p1_L768,5,399,4498.826408
1,nano,no_cache,p1_L768,5,400,4451.412122
1,nano,no_cache,p1_L768,5,401,4556.195428
1,nano,no_cache,p1_L768,5,402,4477.444391
1,nano,no_cache,p1_L768,5,403,4500.639673
1,nano,no_cache,p1_L768,5,404,4583.357016
1,nano,no_cache,p1_L768,5,405,4492.366862
1,nano,no_cache,p1_L768,5,406,4586.969368
1,nano,no_cache,p1_L768,5,407,4564.883989
1,nano,no_cache,p1_L768,5,408,4633.121487
1,nano,no_cache,p1_L768,5,409,4537.637038
1,nano,no_cache,p1_L768,5,410,4701.916805
1,nano,no_cache,p1_L768,5,411,4482.191665
1,nano,no_cache,p1_L768,5,412,4501.507955
1,nano,no_cache,p1_L768,5,413,4580.237581
1,nano,no_cache,p1_L768,5,414,4579.253173
1,nano,no_cache,p1_L768,5,415,4542.918297
1,nano,no_cache,p1_L768,5,416,4533.357105
1,nano,no_cache,p1_L768,5,417,4568.267557
1,nano,no_cache,p1_L768,5,418,4547.650972
1,nano,no_cache,p1_L768,5,419,4562.037363
1,nano,no_cache,p1_L768,5,420,4477.633240
1,nano,no_cache,p1_L768,5,421,4551.021283
1,nano,no_cache,p1_L768,5,422,4593.349772
1,nano,no_cache,p1_L768,5,423,4600.114961
1,nano,no_cache,p1_L768,5,424,4549.601555
1,nano,no_cache,p1_L768,5,425,4574.811568
1,nano,no_cache,p1_L768,5,426,4639.046051
1,nano,no_cache,p1_L768,5,427,4582.171668
1,nano,no_cache,p1_L768,5,428,4578.295311
1,nano,no_cache,p1_L768,5,429,4586.125755
1,nano,no_cache,p1_L768,5,430,4601.967841
1,nano,no_cache,p1_L768,5,431,4544.758832
1,nano,no_cache,p1_L768,5,432,4635.795171
1,nano,no_cache,p1_L768,5,433,4579.890875
1,nano,no_cache,p1_L768,5,434,4725.801104
1,nano,no_cache,p1_L768,5,435,4654.418904
1,nano,no_cache,p1_L768,5,436,4602.395991
1,nano,no_cache,p1_L768,5,437,4566.240876
1,nano,no_cache,p1_L768,5,438,4598.770484
1,nano,no_cache,p1_L768,5,439,4587.078601
1,nano,no_cache,p1_L768,5,440,4627.867599
1,nano,no_cache,p1_L768,5,441,4603.979966
1,nano,no_cache,p1_L768,5,442,4693.187888
1,nano,no_cache,p1_L768,5,443,4648.897939
1,nano,no_cache,p1_L768,5,444,4608.735624
1,nano,no_cache,p1_L768,5,445,4701.620349
1,nano,no_cache,p1_L768,5,446,4669.908971
1,nano,no_cache,p1_L768,5,447,4735.109993
1,nano,no_cache,p1_L768,5,448,4758.767901
1,nano,no_cache,p1_L768,5,449,4618.452038
1,nano,no_cache,p1_L768,5,450,4612.062174
1,nano,no_cache,p1_L768,5,451,4627.745563
1,nano,no_cache,p1_L768,5,452,4634.033134
1,nano,no_cache,p1_L768,5,453,4591.866501
1,nano,no_cache,p1_L768,5,454,4679.063140
1,nano,no_cache,p1_L768,5,455,4610.923856
1,nano,no_cache,p1_L768,5,456,4664.621324
1,nano,no_cache,p1_L768,5,457,4641.165010
1,nano,no_cache,p1_L768,5,458,4659.673771
1,nano,no_cache,p1_L768,5,459,4684.464286
1,nano,no_cache,p1_L768,5,460,4674.641323
1,nano,no_cache,p1_L768,5,461,4670.095768
1,nano,no_cache,p1_L768,5,462,4607.599775
1,nano,no_cache,p1_L768,5,463,4593.340351
1,nano,no_cache,p1_L768,5,464,4573.488498
1,nano,no_cache,p1_L768,5,465,4708.451418
1,nano,no_cache,p1_L768,5,466,4652.800229
1,nano,no_cache,p1_L768,5,467,4639.574439
1,nano,no_cache,p1_L768,5,468,4716.141967
1,nano,no_cache,p1_L768,5,469,4711.369352
1,nano,no_cache,p1_L768,5,470,4772.386473
1,nano,no_cache,p1_L768,5,471,4668.940521
1,nano,no_cache,p1_L768,5,472,4688.876005
1,nano,no_cache,p1_L768,5,473,4734.412006
1,nano,no_cache,p1_L768,5,474,4662.948305
1,nano,no_cache,p1_L768,5,475,4733.539400
1,nano,no_cache,p1_L768,5,476,4856.156108
1,nano,no_cache,p1_L768,5,477,4765.498449
1,nano,no_cache,p1_L768,5,478,4685.688071
1,nano,no_cache,p1_L768,5,479,4707.815186
1,nano,no_cache,p1_L768,5,480,4667.832469
1,nano,no_cache,p1_L768,5,481,4725.652527
1,nano,no_cache,p1_L768,5,482,4703.913846
1,nano,no_cache,p1_L768,5,483,4688.630843
1,nano,no_cache,p1_L768,5,484,4709.437330
1,nano,no_cache,p1_L768,5,485,4687.198966
1,nano,no_cache,p1_L768,5,486,4746.407677
1,nano,no_cache,p1_L768,5,487,4704.190711
1,nano,no_cache,p1_L768,5,488,4721.922341
1,nano,no_cache,p1_L768,5,489,4751.912764
1,nano,no_cache,p1_L768,5,490,4837.037249
1,nano,no_cache,p1_L768,5,491,4834.688937
1,nano,no_cache,p1_L768,5,492,4761.943160
1,nano,no_cache,p1_L768,5,493,4727.133367
1,nano,no_cache,p1_L768,5,494,4764.292392
1,nano,no_cache,p1_L768,5,495,4792.584729
1,nano,no_cache,p1_L768,5,496,4772.911436
1,nano,no_cache,p1_L768,5,497,4736.465599
1,nano,no_cache,p1_L768,5,498,4819.880500
1,nano,no_cache,p1_L768,5,499,4777.135802
1,nano,no_cache,p1_L768,5,500,4814.563013
1,nano,no_cache,p1_L768,5,501,4771.866280
1,nano,no_cache,p1_L768,5,502,4790.820460
1,nano,no_cache,p1_L768,5,503,4805.992894
1,nano,no_cache,p1_L768,5,504,4780.285276
1,nano,no_cache,p1_L768,5,505,4831.434010
1,nano,no_cache,p1_L768,5,506,4839.805227
1,nano,no_cache,p1_L768,5,507,4864.663501
1,nano,no_cache,p1_L768,5,508,4923.700171
1,nano,no_cache,p1_L768,5,509,4874.098213
1,nano,no_cache,p1_L768,5,510,4815.127371
1,nano,no_cache,p1_L768,5,511,4901.819042
2,tau,no_cache,p1_L768,5,0,4137.133900
2,tau,no_cache,p1_L768,5,1,3105.871429
2,tau,no_cache,p1_L768,5,2,3066.228633
2,tau,no_cache,p1_L768,5,3,3031.778541
2,tau,no_cache,p1_L768,5,4,3115.432450
2,tau,no_cache,p1_L768,5,5,3030.648109
2,tau,no_cache,p1_L768,5,6,3008.459525
2,tau,no_cache,p1_L768,5,7,3018.442888
2,tau,no_cache,p1_L768,5,8,3065.229089
2,tau,no_cache,p1_L768,5,9,3122.412234
2,tau,no_cache,p1_L768,5,10,3004.062419
2,tau,no_cache,p1_L768,5,11,3009.824188
2,tau,no_cache,p1_L768,5,12,3039.445909
2,tau,no_cache,p1_L768,5,13,3069.775630
2,tau,no_cache,p1_L768,5,14,3026.024373
2,tau,no_cache,p1_L768,5,15,3023.739354
2,tau,no_cache,p1_L768,5,16,2983.737734
2,tau,no_cache,p1_L768,5,17,3028.098269
2,tau,no_cache,p1_L768,5,18,3070.971547
2,tau,no_cache,p1_L768,5,19,3045.553679
2,tau,no_cache,p1_L768,5,20,3062.549734
2,tau,no_cache,p1_L768,5,21,3096.724223
2,tau,no_cache,p1_L768,5,22,3057.910703
2,tau,no_cache,p1_L768,5,23,3001.535528
