nembd,speedup_no_cache_predicted,speedup_no_cache_observed
11723.591713788963,1.372750958693008,
11988.498669065602,1.3766051142258189,
12259.391477199237,1.38045926975863,
12536.405394866593,1.384313425291441,
12819.678735012172,1.388167580824252,
13109.352935907686,1.392021736357063,
13405.572631772187,1.395875891889874,
13708.485724987988,1.3997300474226853,
14018.243459948051,1.403584202955496,
14335.000498572494,1.407438358488307,
14658.914997531021,1.4112925140211183,
14990.148687210578,1.4151466695539292,
15328.866952467364,1.4190008250867403,
15675.238915203212,1.422854980619551,
16029.437518808345,1.4267091361523623,
16391.639614511714,1.4305632916851734,
16762.02604968286,1.4344174472179843,
17140.78175812901,1.4382716027507956,
17528.095852432267,1.4421257582836062,
17924.161718373674,1.4459799138164173,
18329.17711149046,1.4498340693492289,
18743.344255815373,1.4536882248820395,
19166.869944847207,1.4575423804148506,
19599.96564480244,1.4613965359476613,
20042.84760020054,1.4652506914804728,
20495.736941834508,1.4691048470132837,
20958.859797181503,1.4729590025460946,
21432.447403308346,1.476813158078906,
21916.7362223278,1.4806673136117166,
22411.968059464358,1.4845214691445277,
22918.39018378719,1.4883756246773392,
23436.255451671623,1.4922297802101498,
23965.822433050398,1.496083935742961,
24507.35554051718,1.4999380912757716,
25061.12516134807,1.5037922468085831,
25627.40779250552,1.507646402341394,
26206.48617869331,1.511500557874205,
26798.649453531027,1.5153547134070162,
27404.19328391801,1.519208868939827,
28023.420017660148,1.523063024472638,
28656.638834431633,1.5269171800054495,
29304.165900148433,1.5307713355382602,
29966.324524829986,1.5346254910710713,
30643.445324027354,1.538479646603882,
31335.86638389992,1.5423338021366935,
32043.93343002127,1.5461879576695043,
32768.0,1.5500421132023152,
