gen_tokens,speedup_kv_cache_predicted,speedup_kv_cache_observed
4493.543253350836,1.8579120597482124,
4700.571741158068,1.8719739731957634,
4917.138535897539,1.8861423165514306,
5143.683090613114,1.9004178953475033,
5380.66510502127,1.9148015212130758,
5628.565458324651,1.9292940119201905,
5887.887185002598,1.9438961914303323,
6159.156495558736,1.9586088899412737,
6442.923844296898,1.9734329439342764,
6739.765046292067,1.988369196221648,
7050.282445822916,2.0034184959946604,
7375.106138636858,2.0185816988718286,
7714.895250527848,2.0338596669475586,
8070.339274821351,2.0492532688411575,
8442.15947148057,2.0647633797462244,
8831.110330672764,2.080390881480402,
9237.981103765846,2.0961366625355167,
9663.59740486147,2.1120016181280903,
10108.822886114942,2.1279866502502403,
10574.560990240869,2.1440926677209586,
11061.756783761373,2.160320586237784,
11571.398874716153,2.176671328428862,
12104.521418726483,2.1931458239054034,
12662.206217483104,2.209745009314531,
13245.584913916926,2.2264698283925397,
13855.841288506335,2.2433212320185447,
14494.213661381007,2.2603001782685492,
15161.997405096601,2.277407632469908,
15860.547573179112,2.294644567256221,
16591.281649772554,2.3120119626226217,
17355.6824259696,2.3295108059814984,
18155.301008661907,2.347142092218634,
18991.759968015525,2.364906823749767,
19866.756629958036,2.3828060105775872,
20782.06652035857,2.4008406703491523,
21739.546967889746,2.419011828413751,
22741.140872882257,2.4373205178811985,
23788.880649819614,2.4557677796805715,
24884.892351473194,2.474354662619387,
26031.399983046424,2.493082223443236,
27230.730015082154,2.511951526895864,
28485.31610429036,2.530963645779704,
29797.704031876186,2.550119661016871,
31170.556869388485,2.569420661710616,
32606.660382571885,2.588867745207249,
34108.92868418751,2.6084620171585238,
35680.41014727267,2.6282045915845056,
37324.29359083883,2.648096590936901,
39043.91475055999,2.668139146162876,
40842.763047581524,2.68833339676936,
42724.488669184204,2.7086804908878275,
44692.90997567164,2.7291815853395733,
46752.02124851142,2.7498378457014847,
48906.00079545203,2.7706504463723123,
51159.21942906189,2.7916205706394353,
53516.249335895285,2.812749410746139,
55981.87335428279,2.834038167959396,
58561.09467957222,2.8554880526381687,
61259.147016513125,2.877100284302221,
64081.50519938645,2.8988760917014504,
67033.8963014298,2.9208167128857516,
70122.31125610121,2.9429233952754044,
73353.01701376202,2.965197395731994,
76732.56925844851,2.987639980629871,
80267.82571053554,3.010252425928145,
83965.96004228687,3.033036017243236,
87834.476434529,3.0559920499219615,
91881.22480398578,3.079121829115188,
96114.41673217324,3.102426669852026,
100542.64212817834,3.1259078971146046,
105174.88665913242,3.1495668459133963,
110020.54998374841,3.173404861363123,
115089.46482592131,3.197423298759226,
120391.91692709693,3.221623523654923,
125938.66591789479,3.246006911938849,
131740.9671513368,3.270574849913278,
137810.59454198577,3.2953287343729394,
144159.86445733978,3.3202699726844336,
150801.6607099612,3.3453999828662493,
157749.4607010534,3.370720193669381,
165017.36276853495,3.3962320446585585,
172620.11479510795,3.421936986294095,
180573.1441343698,3.447836480014353,
188892.58891569197,3.473931998318831,
197595.33079139292,3.5002250248518836,
206699.02919265075,3.5267170544870705,
216222.15716367142,3.553409593412147,
226184.03884682446,3.580304159214702,
236604.88869480864,3.6074022809684343,
247505.85248941742,3.6347054993200887,
258909.05025014057,3.6622153665770476,
270837.62111967016,3.689933446795589,
283315.77031738905,3.7178613158698104,
296368.8182561205,3.746000561621219,
310023.2519218087,3.7743527838890123,
324306.77862038655,3.8029195946210343,
339248.3822008903,3.8317026179654254,
354878.3818689091,3.860703490362954,
371228.4937097175,3.8899238606400584,
388331.89504592743,3.919365390102597,
406223.29176025215,3.9490297526302935,
424938.9887199932,3.9789186347719054,
444516.9634461584,4.009033735841109,
464996.94317669596,4.0393767680131205,
486420.4854802151,4.0699494564220355,
508831.0625837819,4.100753539258912,
532274.1495858968,4.13179076787059,
556797.3167336645,4.163062906859267,
582450.3259513979,4.194571734182826,
609285.2318165258,4.226319041255916,
637356.4871877064,4.258306633051802,
666721.0536994901,4.290536328204984,
697438.5173477409,4.323009959114602,
729571.2094003551,4.355729372048609,
763184.3328786305,4.388696427248738,
798346.0948659462,4.4219129990362696,
835127.8449122271,4.455380975918595,
873604.2198150319,4.489102260696587,
913853.2950710582,4.5230787705727735,
955956.7433053957,4.55731243726035,
1000000.0,4.591805207093001,
