device,variant,engine,mode,prompt_len,gen_tokens,prefill_ms__mean,prefill_ms__std,prefill_ms__count,prime_ms__mean,prime_ms__std,prime_ms__count,ttft_ms__mean,ttft_ms__std,ttft_ms__count,decode_total_ms__mean,decode_total_ms__std,decode_total_ms__count,tokens_per_sec__mean,tokens_per_sec__std,tokens_per_sec__count,p50_token_ms__mean,p50_token_ms__std,p50_token_ms__count,p95_token_ms__mean,p95_token_ms__std,p95_token_ms__count,rss_before_mb__mean,rss_before_mb__std,rss_before_mb__count,rss_after_mb__mean,rss_after_mb__std,rss_after_mb__count,rss_delta_mb__mean,rss_delta_mb__std,rss_delta_mb__count,total_ms__mean,total_ms__std,total_ms__count,prefill_share__mean,prefill_share__std,prefill_share__count,decode_share__mean,decode_share__std,decode_share__count
unknown,1767094626,tau,kv_cache,384,1024,4762.109666666667,177.0079036290895,9,0.0,0.0,9,13.55808888888889,0.9955887622965169,9,16080.727355555557,729.9949519873529,9,63.731833333333334,2.859944609603482,9,15.658966666666666,0.7085441041318455,9,18.253444444444444,0.8579213077420206,9,120955.11111111111,9.333333333332412,9,120955.11111111111,9.333333333332412,9,0.0,0.0,9,20842.837022222222,700.8497728371046,9,0.2287137470166393,0.011489490188591493,9,0.7712862529833607,0.011489490188591503,9
unknown,1767094626,tau,no_cache,384,1024,0.0,0.0,9,0.0,0.0,9,124.25623333333334,7.423041814344036,9,324046.8569444444,810.2848108150716,9,3.1569777777777777,0.007895533195702758,9,309.7832,5.457919013461093,9,516.8949,2.0296897589286793,9,120952.0,10.39230484540652,9,120952.88888888889,8.666666666669203,9,0.8888888888888888,2.666666666666667,9,324046.8569444444,810.2848108150716,9,0.0,0.0,9,1.0,0.0,9
unknown,1767102282,nano,kv_cache,384,128,25288.703655555557,259.0723555386566,9,0.0,0.0,9,69.33508888888889,1.463848544457765,9,8912.953466666666,130.90518075029513,9,14.251666666666665,0.20929789177151278,9,70.11576666666666,1.006324506558398,9,72.42932222222221,1.217734294476609,9,238340.0,1026.5320258033978,9,238531.55555555556,1036.168797917488,9,191.55555555555554,436.3826048065823,9,34201.65712222222,374.3082636462112,9,0.7394064602473585,0.001647397059544274,9,0.26059353975264155,0.001647397059544247,9
unknown,1767102282,nano,no_cache,384,128,0.0,0.0,9,0.0,0.0,9,276.3014444444444,14.483819005282328,9,39455.10125555555,300.8234650314446,9,3.2190222222222222,0.024537409081735583,9,308.4055222222222,3.0875362992917856,9,342.3796888888889,3.913666607046536,9,238233.77777777778,1088.8693422281847,9,238337.33333333334,1029.7902699093452,9,103.55555555555556,70.83627444874396,9,39455.10125555555,300.8234650314446,9,0.0,0.0,9,1.0,0.0,9
unknown,1767102282,tau,kv_cache,384,128,25010.21071111111,178.67370033592374,9,0.0,0.0,9,66.65386666666667,1.266507702305836,9,8445.202844444444,87.9294400254419,9,15.0396,0.15874404713248313,9,66.41327777777778,0.6910671056015031,9,68.36364444444445,0.9202791765425264,9,235515.11111111112,268.0431142766212,9,235580.0,157.34039532173736,9,64.88888888888889,128.10585900383757,9,33455.413555555555,236.27667758942047,9,0.7475698490927356,0.0017199154717322937,9,0.2524301509072643,0.0017199154717323193,9
unknown,1767102282,tau,no_cache,384,128,0.0,0.0,9,0.0,0.0,9,331.5647222222222,28.6023662528023,9,46681.92865555556,506.71702587780607,9,2.7208222222222225,0.029436362622519224,9,365.0316555555556,4.230408084662495,9,412.47076666666663,12.446803182042359,9,235513.77777777778,268.6046247636873,9,235514.22222222222,268.8651045495551,9,0.4444444444444444,1.3333333333333335,9,46681.92865555556,506.71702587780607,9,0.0,0.0,9,1.0,0.0,9
unknown,1767104587,nano,kv_cache,384,256,25139.345155555555,383.05282140867996,9,0.0,0.0,9,68.42527777777778,1.6044025303658827,9,18332.853988888888,279.40722156406235,9,13.912355555555555,0.2135314678865336,9,71.80957777777778,1.16538489218989,9,76.37647777777778,2.1241286930043697,9,230392.0,2085.4678132255917,9,236342.22222222222,1923.157935387635,9,5950.222222222223,357.97268672965055,9,43472.19914444444,600.5927386854039,9,0.5782826172528188,0.003161701719756885,9,0.4217173827471812,0.0031617017197568664,9
unknown,1767104587,nano,no_cache,384,256,0.0,0.0,9,0.0,0.0,9,277.91459999999995,16.450970979854038,9,101627.66303333333,901.8743339959325,9,2.509322222222222,0.02226122064138536,9,362.4640444444445,9.129732861933997,9,549.6988111111111,10.139490372356569,9,236120.0,2088.482702825173,9,230389.77777777778,2087.8727079121536,9,-5730.222222222223,4.521553322083551,9,101627.66303333333,901.8743339959325,9,0.0,0.0,9,1.0,0.0,9
unknown,1767104587,tau,kv_cache,384,256,24648.360244444444,509.88660427695845,9,0.0,0.0,9,64.9833888888889,1.9332826244786654,9,16838.665344444442,382.6898633664872,9,15.150744444444443,0.348618993713449,9,66.04706666666667,1.5022262088314087,9,68.1416,1.4637493552517744,9,224383.55555555556,4.2163702135561065,9,230109.33333333334,3.464101615138855,9,5725.777777777777,7.512951779723075,9,41487.025588888886,822.6823981359621,9,0.5941264914447965,0.004128444685405392,9,0.4058735085552036,0.0041284446854053655,9
unknown,1767104587,tau,no_cache,384,256,0.0,0.0,9,0.0,0.0,9,321.67696666666666,23.061295413907267,9,117540.32057777776,778.5747707373716,9,2.1695444444444445,0.01437707472950522,9,422.3969333333333,2.9676759619271094,9,650.3940333333334,28.33246910075083,9,230109.77777777778,4.521553322070547,9,224383.55555555556,4.2163702135561065,9,-5726.222222222223,8.273115763994337,9,117540.32057777776,778.5747707373716,9,0.0,0.0,9,1.0,0.0,9
unknown,1767204018,nano,kv_cache,768,2048,12406.333633333334,565.0822086193159,3,0.0,0.0,3,20.463233333333335,2.2445213171928957,3,71161.98803333333,727.7926529098015,3,28.767366666666664,0.295872765447131,3,35.0494,0.5520958159595125,3,49.0139,0.6080695930565856,3,244049.33333333334,4168.476620221507,3,300666.6666666667,4052.934410193841,3,56617.333333333336,144.90456629565992,3,83568.32166666667,1239.4301490172984,3,0.14841587520746083,0.004712000783113634,3,0.8515841247925392,0.004712000783113537,3
unknown,1767204018,nano,kv_cache,1152,2048,21415.753833333332,593.8413264051705,3,0.0,0.0,3,25.947466666666667,0.9528782835878528,3,83434.95713333333,596.2232455280587,3,24.53493333333333,0.17580433252151062,3,40.51486666666667,1.4554451976399974,3,54.67346666666666,0.8053837925693167,3,265757.3333333333,2372.0011242268347,3,325545.3333333333,2368.7307431055456,3,59788.0,1453.5859107737665,3,104850.71096666668,276.1593525202003,3,0.20424866629237168,0.005568966264623693,3,0.7957513337076283,0.005568966264623623,3
unknown,1767204018,nano,no_cache,768,2048,0.0,0.0,3,0.0,0.0,3,239.8339,74.44262125039661,3,1632312.4129,29165.05627218217,3,1.2543,0.022181298429082095,3,679.1886333333333,12.801732155194172,3,1643.856,4.173523231036276,3,207830.66666666666,103598.92094676147,3,227290.66666666666,30305.267484932938,3,19460.0,73328.12142691233,3,1632312.4129,29165.05627218217,3,0.0,0.0,3,1.0,0.0,3
unknown,1767204018,nano,no_cache,1152,2048,0.0,0.0,3,0.0,0.0,3,340.67306666666667,9.920044533334217,3,2294070.657233333,6196.372406759548,3,0.8923,0.0024269322199023105,3,1000.5637333333334,2.195342365858501,3,2182.7499000000003,3.410881503365469,3,282980.0,11782.299945256867,3,265753.3333333333,2374.000280819985,3,-17226.666666666668,9660.436705104657,3,2294070.657233333,6196.372406759548,3,0.0,0.0,3,1.0,0.0,3
unknown,1767204018,tau,kv_cache,768,2048,10576.514633333334,336.3805440072352,3,0.0,0.0,3,15.224733333333333,1.0023305060374705,3,42286.69403333333,494.49500802965764,3,48.4121,0.5695562570984496,3,20.2572,0.2862207714335201,3,25.8977,0.42301663087873953,3,219220.0,3809.0775786271406,3,268238.6666666667,1947.7508396438482,3,49018.666666666664,2513.962078738129,3,52863.208666666666,830.5329277393733,3,0.20003927942674923,0.0032527426092440093,3,0.7999607205732507,0.0032527426092439815,3
unknown,1767204018,tau,kv_cache,1152,2048,17504.458066666666,462.59918413940534,3,0.0,0.0,3,17.821633333333335,0.6017868088728189,3,46413.89369999999,771.9803858361415,3,44.111266666666666,0.7286178445065242,3,22.595166666666668,0.4853728601120317,3,28.124066666666668,0.26135715665222015,3,236300.0,10432.454744689765,3,290070.6666666667,1373.913146211697,3,53770.666666666664,9798.99777188123,3,63918.35176666667,1156.827032573851,3,0.2738384685163171,0.003610464654584779,3,0.726161531483683,0.0036104646545847374,3
unknown,1767204018,tau,no_cache,768,2048,0.0,0.0,3,0.0,0.0,3,285.1955666666667,34.87148785416723,3,1818429.3954,2783.3756553110675,3,1.1256666666666666,0.001715614564327607,3,775.4102666666668,1.448490719105013,3,1756.3129,4.748562014968332,3,227296.0,30303.18583911599,3,244049.33333333334,4168.476620221507,3,16753.333333333332,26141.808455677532,3,1818429.3954,2783.3756553110675,3,0.0,0.0,3,1.0,0.0,3
unknown,1767204018,tau,no_cache,1152,2048,0.0,0.0,3,0.0,0.0,3,416.5731333333333,6.4475426678180074,3,2513500.4976666667,3129.325013042371,3,0.8144333333333332,0.001006644591369407,3,1116.1232333333335,7.349686737768643,3,2306.2568666666666,3.166618652969403,3,265753.3333333333,2374.000280819985,3,265756.0,2372.0,3,2.6666666666666665,2.3094010767585034,3,2513500.4976666667,3129.325013042371,3,0.0,0.0,3,1.0,0.0,3
