run_id,engine,mode,prompt_id,prompt_len,gen_tokens,prefill_ms,prime_ms,ttft_ms,decode_total_ms,tokens_per_sec,decode_tokens_per_sec,end_to_end_ms,p50_token_ms,p95_token_ms,rss_before_mb,rss_after_mb,experiment,device,variant,timestamp,total_ms,prefill_share,decode_share,rss_delta_mb
22,tau,kv_cache,p1,384,128,5087.1663,0.0,13.3715,1813.4462,70.0324,70.0324,6913.984,14.3906,15.6276,86028.0,86028.0,1767066084,unknown,1767066084,1767066084,6900.6125,0.7372050379585869,0.262794962041413,0.0
23,tau,no_cache,p1,384,128,0.0,0.0,121.4486,18648.9407,6.81,6.81,18770.3894,142.9101,172.4316,86028.0,86028.0,1767066084,unknown,1767066084,1767066084,18648.9407,0.0,1.0,0.0
24,tau,kv_cache,p1,384,128,4754.1488,0.0,12.7227,1698.1142,74.7888,74.7888,6464.9857,13.4136,14.5251,86028.0,86028.0,1767066084,unknown,1767066084,1767066084,6452.263,0.7368188184517587,0.26318118154824127,0.0
25,tau,no_cache,p2,384,128,0.0,0.0,118.268,18149.0491,6.9976,6.9976,18267.3171,142.2247,162.4185,86116.0,86116.0,1767066084,unknown,1767066084,1767066084,18149.0491,0.0,1.0,0.0
26,tau,kv_cache,p2,384,128,4783.7189,0.0,12.4588,1803.3605,70.4241,70.4241,6599.5382,13.9914,15.7118,86116.0,86116.0,1767066084,unknown,1767066084,1767066084,6587.0794,0.7262276055151241,0.27377239448487595,0.0
27,tau,no_cache,p2,384,128,0.0,0.0,135.7362,18691.0965,6.7947,6.7947,18826.8327,147.3654,170.8087,86116.0,86120.0,1767066084,unknown,1767066084,1767066084,18691.0965,0.0,1.0,4.0
28,tau,kv_cache,p2,384,128,4991.7254,0.0,14.4109,1880.7351,67.5268,67.5268,6886.8714,14.6518,15.8459,86120.0,86120.0,1767066084,unknown,1767066084,1767066084,6872.4605,0.7263374449369334,0.2736625550630666,0.0
29,tau,no_cache,p2,384,128,0.0,0.0,125.0207,18434.6424,6.8892,6.8892,18559.6631,143.3034,168.7779,86120.0,86120.0,1767066084,unknown,1767066084,1767066084,18434.6424,0.0,1.0,0.0
30,tau,kv_cache,p2,384,128,5022.7146,0.0,14.0401,1801.2248,70.5076,70.5076,6837.9795,14.199,15.4286,86120.0,87076.0,1767066084,unknown,1767066084,1767066084,6823.9394,0.7360432597042114,0.26395674029578864,956.0
31,tau,no_cache,p3,384,128,0.0,0.0,121.8907,18009.4323,7.0519,7.0519,18131.323,139.6766,158.0939,87088.0,87088.0,1767066084,unknown,1767066084,1767066084,18009.4323,0.0,1.0,0.0
32,tau,kv_cache,p3,384,128,4837.9972,0.0,11.9509,1778.4254,71.4115,71.4115,6628.3734,13.5254,15.7401,87088.0,87864.0,1767066084,unknown,1767066084,1767066084,6616.4226,0.7312104278224308,0.2687895721775692,776.0
33,tau,no_cache,p3,384,128,0.0,0.0,119.2223,18592.8578,6.8306,6.8306,18712.0801,143.1787,171.7753,87864.0,87864.0,1767066084,unknown,1767066084,1767066084,18592.8578,0.0,1.0,0.0
34,tau,kv_cache,p3,384,128,4989.2821,0.0,14.6013,1850.3409,68.636,68.636,6854.2243,14.6013,15.602,87864.0,87864.0,1767066084,unknown,1767066084,1767066084,6839.6230000000005,0.7294674136279149,0.2705325863720851,0.0
35,tau,no_cache,p3,384,128,0.0,0.0,131.2245,18729.726,6.7807,6.7807,18860.9505,148.2869,166.7352,87864.0,87868.0,1767066084,unknown,1767066084,1767066084,18729.726,0.0,1.0,4.0
36,tau,kv_cache,p3,384,128,5059.0562,0.0,14.0589,1895.02,67.0178,67.0178,6968.135,14.9039,15.8673,87868.0,87868.0,1767066084,unknown,1767066084,1767066084,6954.0761999999995,0.7274950769161834,0.2725049230838167,0.0
1,nano,no_cache,p1,384,256,0.0,0.0,87.5623,30291.8885,8.4181,8.4181,30379.4508,120.4034,147.6021,96040.0,96156.0,1767089337,unknown,1767089337,1767089337,30291.8885,0.0,1.0,116.0
2,nano,kv_cache,p1,384,256,5309.1448,0.0,16.6631,4677.6822,54.5142,54.5142,10003.49,18.3646,20.1075,96160.0,106220.0,1767089337,unknown,1767089337,1767089337,9986.827000000001,0.5316147761446153,0.46838522385538467,10060.0
3,nano,no_cache,p1,384,256,0.0,0.0,94.8604,30310.3552,8.413,8.413,30405.2156,120.3313,143.7006,95212.0,95220.0,1767089337,unknown,1767089337,1767089337,30310.3552,0.0,1.0,8.0
4,nano,kv_cache,p1,384,256,5060.3617,0.0,14.4598,4268.2232,59.7438,59.7438,9343.0447,16.6954,18.4958,95224.0,106324.0,1767089337,unknown,1767089337,1767089337,9328.584900000002,0.5424575918261728,0.4575424081738271,11100.0
5,nano,no_cache,p1,384,256,0.0,0.0,87.248,30453.9052,8.3733,8.3733,30541.1532,121.5883,148.9444,94276.0,94288.0,1767089337,unknown,1767089337,1767089337,30453.9052,0.0,1.0,12.0
6,nano,kv_cache,p1,384,256,5278.9728,0.0,14.8397,4471.9927,57.0216,57.0216,9765.8053,17.4878,19.6676,94288.0,106028.0,1767089337,unknown,1767089337,1767089337,9750.965499999998,0.5413794972405553,0.45862050275944477,11740.0
7,nano,no_cache,p2,384,256,0.0,0.0,112.5975,30461.3103,8.3713,8.3713,30573.9078,120.9782,144.6478,87608.0,93620.0,1767089337,unknown,1767089337,1767089337,30461.3103,0.0,1.0,6012.0
8,nano,kv_cache,p2,384,256,5144.0633,0.0,14.8142,4253.6885,59.948,59.948,9412.5661,16.6071,18.867,93620.0,106060.0,1767089337,unknown,1767089337,1767089337,9397.7518,0.5473716915996866,0.4526283084003134,12440.0
9,nano,no_cache,p2,384,256,0.0,0.0,87.595,30145.5281,8.459,8.459,30233.1232,117.4066,146.2407,87620.0,93648.0,1767089337,unknown,1767089337,1767089337,30145.5281,0.0,1.0,6028.0
10,nano,kv_cache,p2,384,256,5218.0793,0.0,14.9293,4391.3041,58.0693,58.0693,9624.3127,16.6405,20.1837,93648.0,106748.0,1767089337,unknown,1767089337,1767089337,9609.3834,0.5430191597933328,0.4569808402066672,13100.0
11,nano,no_cache,p2,384,256,0.0,0.0,88.2542,30261.0378,8.4267,8.4267,30349.292,120.9332,146.022,87640.0,93664.0,1767089337,unknown,1767089337,1767089337,30261.0378,0.0,1.0,6024.0
12,nano,kv_cache,p2,384,256,5066.6195,0.0,13.1029,4404.5459,57.8947,57.8947,9484.2683,18.0424,19.4691,93664.0,106380.0,1767089337,unknown,1767089337,1767089337,9471.1654,0.534952066194515,0.46504793380548504,12716.0
13,nano,no_cache,p3,384,256,0.0,0.0,88.5079,30569.2795,8.3417,8.3417,30657.7875,123.0711,148.8897,90032.0,96056.0,1767089337,unknown,1767089337,1767089337,30569.2795,0.0,1.0,6024.0
14,nano,kv_cache,p3,384,256,5429.6214,0.0,18.1522,4617.2466,55.2277,55.2277,10065.0202,18.3508,20.3257,96060.0,108584.0,1767089337,unknown,1767089337,1767089337,10046.868,0.5404292561622189,0.4595707438377811,12524.0
15,nano,no_cache,p3,384,256,0.0,0.0,91.5994,30867.7795,8.261,8.261,30959.3789,121.1536,148.4575,91968.0,96060.0,1767089337,unknown,1767089337,1767089337,30867.7795,0.0,1.0,4092.0
16,nano,kv_cache,p3,384,256,5198.3668,0.0,15.0129,4361.5424,58.4656,58.4656,9574.9221,17.186,19.4005,96060.0,109136.0,1767089337,unknown,1767089337,1767089337,9559.9092,0.5437673822257643,0.4562326177742358,13076.0
17,nano,no_cache,p3,384,256,0.0,0.0,91.5545,30296.4734,8.4168,8.4168,30388.0279,120.087,142.7274,96756.0,96756.0,1767089337,unknown,1767089337,1767089337,30296.4734,0.0,1.0,0.0
18,nano,kv_cache,p3,384,256,5132.8138,0.0,15.145,4359.1635,58.4975,58.4975,9507.1223,16.7746,20.335,96756.0,109672.0,1767089337,unknown,1767089337,1767089337,9491.977299999999,0.5407528524114781,0.459247147588522,12916.0
19,tau,no_cache,p1,384,256,0.0,0.0,139.6565,43435.9911,5.8707,5.8707,43575.6476,165.5601,219.6482,92564.0,92572.0,1767089337,unknown,1767089337,1767089337,43435.9911,0.0,1.0,8.0
20,tau,kv_cache,p1,384,256,4856.1061,0.0,12.1896,3580.1093,71.2269,71.2269,8448.405,14.0186,15.4331,92572.0,92576.0,1767089337,unknown,1767089337,1767089337,8436.215400000001,0.5756261391808464,0.4243738608191535,4.0
21,tau,no_cache,p1,384,256,0.0,0.0,130.4649,43640.6608,5.8432,5.8432,43771.1257,171.298,223.7723,92576.0,92576.0,1767089337,unknown,1767089337,1767089337,43640.6608,0.0,1.0,0.0
22,tau,kv_cache,p1,384,256,4807.648,0.0,12.0131,3470.076,73.4854,73.4854,8289.7371,13.7341,15.6113,92580.0,92580.0,1767089337,unknown,1767089337,1767089337,8277.724,0.5807934644837156,0.4192065355162844,0.0
23,tau,no_cache,p1,384,256,0.0,0.0,124.7662,42659.3619,5.9776,5.9776,42784.1281,168.938,196.9424,92580.0,92580.0,1767089337,unknown,1767089337,1767089337,42659.3619,0.0,1.0,0.0
24,tau,kv_cache,p1,384,256,4694.1237,0.0,12.4255,3655.6267,69.7555,69.7555,8362.1759,14.638,15.9112,92580.0,92580.0,1767089337,unknown,1767089337,1767089337,8349.7504,0.5621873080182133,0.4378126919817866,0.0
25,tau,no_cache,p2,384,256,0.0,0.0,131.2756,43672.0251,5.839,5.839,43803.3007,175.6419,216.1896,92584.0,92584.0,1767089337,unknown,1767089337,1767089337,43672.0251,0.0,1.0,0.0
26,tau,kv_cache,p2,384,256,5132.2599,0.0,13.9191,3862.9227,66.0122,66.0122,9009.1017,15.0968,16.2857,92584.0,92588.0,1767089337,unknown,1767089337,1767089337,8995.1826,0.5705564998758336,0.4294435001241665,4.0
27,tau,no_cache,p2,384,256,0.0,0.0,122.7984,44315.514,5.7542,5.7542,44438.3123,174.0581,223.3175,92588.0,92592.0,1767089337,unknown,1767089337,1767089337,44315.514,0.0,1.0,4.0
28,tau,kv_cache,p2,384,256,5061.0436,0.0,12.4559,3497.9968,72.8989,72.8989,8571.4963,13.5462,14.9871,92600.0,92600.0,1767089337,unknown,1767089337,1767089337,8559.0404,0.5913096986900541,0.40869030130994594,0.0
29,tau,no_cache,p2,384,256,0.0,0.0,128.2896,43057.5858,5.9223,5.9223,43185.8754,167.7054,214.0295,92600.0,92600.0,1767089337,unknown,1767089337,1767089337,43057.5858,0.0,1.0,0.0
30,tau,kv_cache,p2,384,256,4764.2122,0.0,12.4536,3467.5824,73.5383,73.5383,8244.2482,13.5804,14.4205,92600.0,92604.0,1767089337,unknown,1767089337,1767089337,8231.7946,0.5787574194331817,0.42124258056681835,4.0
31,tau,no_cache,p3,384,256,0.0,0.0,138.9864,43076.6166,5.9197,5.9197,43215.603,165.7801,222.3556,92604.0,92604.0,1767089337,unknown,1767089337,1767089337,43076.6166,0.0,1.0,0.0
32,tau,kv_cache,p3,384,256,4813.4627,0.0,11.8005,3394.5151,75.1212,75.1212,8219.7784,13.1506,14.8481,92604.0,92604.0,1767089337,unknown,1767089337,1767089337,8207.9778,0.5864371002562896,0.4135628997437103,0.0
33,tau,no_cache,p3,384,256,0.0,0.0,124.2214,43770.8814,5.8258,5.8258,43895.1028,171.1681,220.0503,92604.0,92604.0,1767089337,unknown,1767089337,1767089337,43770.8814,0.0,1.0,0.0
34,tau,kv_cache,p3,384,256,4702.4116,0.0,12.977,3679.1492,69.3095,69.3095,8394.5379,14.4812,16.0967,92604.0,92604.0,1767089337,unknown,1767089337,1767089337,8381.5608,0.5610424731393705,0.4389575268606296,0.0
35,tau,no_cache,p3,384,256,0.0,0.0,140.5901,44168.7373,5.7733,5.7733,44309.3274,173.7904,214.9713,92604.0,92604.0,1767089337,unknown,1767089337,1767089337,44168.7373,0.0,1.0,0.0
36,tau,kv_cache,p3,384,256,4704.5417,0.0,11.5733,3666.7206,69.5444,69.5444,8382.8356,14.2754,16.3411,92604.0,92604.0,1767089337,unknown,1767089337,1767089337,8371.2623,0.5619871330516067,0.4380128669483932,0.0
1,nano,no_cache,p1,384,512,0.0,0.0,102.2196,79110.6309,6.4593,6.4593,79212.8505,157.478,220.4869,100848.0,104896.0,1767090496,unknown,1767090496,1767090496,79110.6309,0.0,1.0,4048.0
2,nano,kv_cache,p1,384,512,5458.9582,0.0,16.4409,9583.29,53.322,53.322,15058.6891,19.106,21.9597,104908.0,116160.0,1767090496,unknown,1767090496,1767090496,15042.248200000002,0.36290839822733406,0.6370916017726659,11252.0
3,nano,no_cache,p1,384,512,0.0,0.0,89.9935,80076.8074,6.3814,6.3814,80166.8009,156.4238,223.6834,92976.0,104932.0,1767090496,unknown,1767090496,1767090496,80076.8074,0.0,1.0,11956.0
4,nano,kv_cache,p1,384,512,5196.4221,0.0,14.3535,9803.6589,52.1234,52.1234,15014.4344,19.5391,22.3012,104936.0,116180.0,1767090496,unknown,1767090496,1767090496,15000.081,0.3464262692981458,0.6535737307018542,11244.0
5,nano,no_cache,p1,384,512,0.0,0.0,92.1588,80263.1364,6.3666,6.3666,80355.2952,157.0154,222.7221,92996.0,104960.0,1767090496,unknown,1767090496,1767090496,80263.1364,0.0,1.0,11964.0
6,nano,kv_cache,p1,384,512,5216.9035,0.0,14.5808,9564.6079,53.4261,53.4261,14796.0922,18.9573,21.6084,104964.0,115184.0,1767090496,unknown,1767090496,1767090496,14781.511400000001,0.3529343758446785,0.6470656241553215,10220.0
7,nano,no_cache,p2,384,512,0.0,0.0,87.6757,79491.2297,6.4284,6.4284,79578.9054,153.2171,221.8641,93032.0,104980.0,1767090496,unknown,1767090496,1767090496,79491.2297,0.0,1.0,11948.0
8,nano,kv_cache,p2,384,512,5156.4633,0.0,15.6783,9824.6724,52.0119,52.0119,14996.8141,19.4555,21.5185,104984.0,115916.0,1767090496,unknown,1767090496,1767090496,14981.135699999999,0.34419708914324837,0.6558029108567517,10932.0
9,nano,no_cache,p2,384,512,0.0,0.0,107.7556,79551.1269,6.4235,6.4235,79658.8825,151.9104,222.5575,93040.0,104984.0,1767090496,unknown,1767090496,1767090496,79551.1269,0.0,1.0,11944.0
10,nano,kv_cache,p2,384,512,5227.2823,0.0,14.5833,9291.8156,54.9946,54.9946,14533.6811,18.1186,21.5452,104984.0,115644.0,1767090496,unknown,1767090496,1767090496,14519.0979,0.3600280359015969,0.6399719640984031,10660.0
11,nano,no_cache,p2,384,512,0.0,0.0,106.0842,79466.5905,6.4304,6.4304,79572.6747,155.7071,221.2372,99756.0,104988.0,1767090496,unknown,1767090496,1767090496,79466.5905,0.0,1.0,5232.0
12,nano,kv_cache,p2,384,512,5018.1252,0.0,14.5512,9708.5721,52.6339,52.6339,14741.2485,19.2614,21.6567,104988.0,115928.0,1767090496,unknown,1767090496,1767090496,14726.6973,0.3407502101642301,0.6592497898357699,10940.0
13,nano,no_cache,p3,384,512,0.0,0.0,89.8119,79325.3009,6.4418,6.4418,79415.1128,153.6762,221.48,99760.0,104996.0,1767090496,unknown,1767090496,1767090496,79325.3009,0.0,1.0,5236.0
14,nano,kv_cache,p3,384,512,5361.1027,0.0,15.5581,9853.7547,51.8584,51.8584,15230.4155,19.0509,22.2784,104996.0,118360.0,1767090496,unknown,1767090496,1767090496,15214.8574,0.3523597072950549,0.647640292704945,13364.0
15,nano,no_cache,p3,384,512,0.0,0.0,94.18,79641.8107,6.4162,6.4162,79735.9906,157.1734,221.2875,101104.0,104996.0,1767090496,unknown,1767090496,1767090496,79641.8107,0.0,1.0,3892.0
16,nano,kv_cache,p3,384,512,5642.2446,0.0,16.8326,9789.0048,52.2014,52.2014,15448.0821,19.4523,21.1521,104996.0,115900.0,1767090496,unknown,1767090496,1767090496,15431.2494,0.3656375743625788,0.6343624256374212,10904.0
17,nano,no_cache,p3,384,512,0.0,0.0,88.1776,79775.0096,6.4055,6.4055,79863.1873,154.0256,223.8981,93052.0,104996.0,1767090496,unknown,1767090496,1767090496,79775.0096,0.0,1.0,11944.0
18,nano,kv_cache,p3,384,512,5232.7464,0.0,15.005,9640.9883,53.0029,53.0029,14888.7398,19.1017,21.3037,104996.0,117020.0,1767090496,unknown,1767090496,1767090496,14873.7347,0.35181119641726566,0.6481888035827343,12024.0
19,tau,no_cache,p1,384,512,0.0,0.0,139.0293,109442.4593,4.6691,4.6691,109581.4886,214.5851,308.5328,83268.0,95212.0,1767090496,unknown,1767090496,1767090496,109442.4593,0.0,1.0,11944.0
20,tau,kv_cache,p1,384,512,4995.0892,0.0,14.0035,7605.8944,67.1847,67.1847,12614.9871,15.0128,16.4062,95212.0,98120.0,1767090496,unknown,1767090496,1767090496,12600.9836,0.3964047060580255,0.6035952939419745,2908.0
21,tau,no_cache,p1,384,512,0.0,0.0,140.505,110523.8577,4.6234,4.6234,110664.3627,217.2283,316.8941,83268.0,95212.0,1767090496,unknown,1767090496,1767090496,110523.8577,0.0,1.0,11944.0
22,tau,kv_cache,p1,384,512,5103.8345,0.0,12.5745,7267.8793,70.3094,70.3094,12384.2882,14.1929,15.6858,95212.0,97004.0,1767090496,unknown,1767090496,1767090496,12371.7138,0.41254062149417003,0.58745937850583,1792.0
23,tau,no_cache,p1,384,512,0.0,0.0,120.7016,107239.0605,4.7651,4.7651,107359.7621,202.9382,293.252,83268.0,95212.0,1767090496,unknown,1767090496,1767090496,107239.0605,0.0,1.0,11944.0
24,tau,kv_cache,p1,384,512,4924.6172,0.0,14.2135,7522.6752,67.928,67.928,12461.5059,14.8355,16.6284,95212.0,98092.0,1767090496,unknown,1767090496,1767090496,12447.292399999998,0.3956376247737219,0.6043623752262782,2880.0
25,tau,no_cache,p2,384,512,0.0,0.0,122.5201,108420.9087,4.7131,4.7131,108543.4288,211.8256,317.1655,83268.0,95212.0,1767090496,unknown,1767090496,1767090496,108420.9087,0.0,1.0,11944.0
26,tau,kv_cache,p2,384,512,4483.9795,0.0,14.2409,7776.9623,65.7069,65.7069,12275.1826,15.4835,16.7059,95212.0,96960.0,1767090496,unknown,1767090496,1767090496,12260.9418,0.36571248547970436,0.6342875145202956,1748.0
27,tau,no_cache,p2,384,512,0.0,0.0,136.0743,109211.6904,4.679,4.679,109347.7648,211.2274,314.5246,83268.0,95212.0,1767090496,unknown,1767090496,1767090496,109211.6904,0.0,1.0,11944.0
28,tau,kv_cache,p2,384,512,4903.7233,0.0,13.9835,7402.0554,69.0349,69.0349,12319.7622,14.535,16.0724,95212.0,96980.0,1767090496,unknown,1767090496,1767090496,12305.778699999999,0.3984894755177094,0.6015105244822907,1768.0
29,tau,no_cache,p2,384,512,0.0,0.0,134.8264,109641.6799,4.6606,4.6606,109776.5063,210.8697,309.2248,83272.0,95220.0,1767090496,unknown,1767090496,1767090496,109641.6799,0.0,1.0,11948.0
30,tau,kv_cache,p2,384,512,5046.3923,0.0,14.2521,7710.8233,66.2705,66.2705,12771.4678,14.8622,17.0889,95220.0,97496.0,1767090496,unknown,1767090496,1767090496,12757.2156,0.3955716089018673,0.6044283910981327,2276.0
31,tau,no_cache,p3,384,512,0.0,0.0,123.1709,108796.0125,4.6969,4.6969,108919.1833,217.0709,294.3555,83276.0,95220.0,1767090496,unknown,1767090496,1767090496,108796.0125,0.0,1.0,11944.0
32,tau,kv_cache,p3,384,512,4462.843,0.0,12.3964,7935.9144,64.3908,64.3908,12411.1538,15.6488,17.3805,95220.0,98172.0,1767090496,unknown,1767090496,1767090496,12398.757399999999,0.35994276329658653,0.6400572367034135,2952.0
33,tau,no_cache,p3,384,512,0.0,0.0,123.5551,107619.9404,4.7482,4.7482,107743.4955,213.2315,289.667,83276.0,95220.0,1767090496,unknown,1767090496,1767090496,107619.9404,0.0,1.0,11944.0
34,tau,kv_cache,p3,384,512,4896.7457,0.0,11.5984,7343.6353,69.5841,69.5841,12251.9794,14.3001,16.0798,95220.0,98860.0,1767090496,unknown,1767090496,1767090496,12240.381000000001,0.40004847071345245,0.5999515292865475,3640.0
35,tau,no_cache,p3,384,512,0.0,0.0,133.9936,109660.1495,4.6599,4.6599,109794.1432,213.4313,295.074,85572.0,96172.0,1767090496,unknown,1767090496,1767090496,109660.1495,0.0,1.0,10600.0
36,tau,kv_cache,p3,384,512,4862.9356,0.0,14.5046,7725.9604,66.1406,66.1406,12603.4006,15.2393,16.9858,96172.0,100084.0,1767090496,unknown,1767090496,1767090496,12588.896,0.38628769353563647,0.6137123064643635,3912.0
1,nano,no_cache,p1,384,1024,0.0,0.0,106.1111,254006.5915,4.0275,4.0275,254112.7026,235.2269,431.6038,104464.0,131908.0,1767094626,unknown,1767094626,1767094626,254006.5915,0.0,1.0,27444.0
2,nano,kv_cache,p1,384,1024,5192.0303,0.0,15.1359,21550.8298,47.4692,47.4692,26757.996,20.9507,26.0743,131924.0,138228.0,1767094626,unknown,1767094626,1767094626,26742.860099999998,0.19414641069000696,0.8058535893099931,6304.0
3,nano,no_cache,p1,384,1024,0.0,0.0,95.7398,252801.6086,4.0467,4.0467,252897.3484,235.7768,430.4531,104640.0,131936.0,1767094626,unknown,1767094626,1767094626,252801.6086,0.0,1.0,27296.0
4,nano,kv_cache,p1,384,1024,5058.8119,0.0,15.9422,22369.797,45.7313,45.7313,27444.5512,21.6574,27.4801,131936.0,138244.0,1767094626,unknown,1767094626,1767094626,27428.6089,0.18443559855490885,0.8155644014450911,6308.0
5,nano,no_cache,p1,384,1024,0.0,0.0,87.7326,253871.1983,4.0296,4.0296,253958.9308,232.4057,432.8377,104644.0,131944.0,1767094626,unknown,1767094626,1767094626,253871.1983,0.0,1.0,27300.0
6,nano,kv_cache,p1,384,1024,4828.3798,0.0,14.2423,19880.8596,51.4565,51.4565,24723.4816,18.5335,24.327,131948.0,138240.0,1767094626,unknown,1767094626,1767094626,24709.2394,0.1954078683619861,0.8045921316380139,6292.0
7,nano,no_cache,p2,384,1024,0.0,0.0,108.8437,253734.4445,4.0318,4.0318,253843.2882,236.2728,431.888,104668.0,131960.0,1767094626,unknown,1767094626,1767094626,253734.4445,0.0,1.0,27292.0
8,nano,kv_cache,p2,384,1024,4991.8582,0.0,14.7288,21439.3324,47.716,47.716,26445.9194,20.9481,25.5543,131960.0,138248.0,1767094626,unknown,1767094626,1767094626,26431.190599999998,0.18886240410222005,0.81113759589778,6288.0
9,nano,no_cache,p2,384,1024,0.0,0.0,103.1359,256327.0524,3.991,3.991,256430.1883,240.8307,431.1513,104668.0,131992.0,1767094626,unknown,1767094626,1767094626,256327.0524,0.0,1.0,27324.0
10,nano,kv_cache,p2,384,1024,5310.6662,0.0,15.29,20517.0807,49.8609,49.8609,25843.0368,19.7038,24.7859,131992.0,138280.0,1767094626,unknown,1767094626,1767094626,25827.7469,0.2056186403158535,0.7943813596841465,6288.0
