engine,mode,prompt_id,run_id,gen_tokens,token_ms_mean,token_ms_p50,token_ms_p95,token_ms_p99,token_ms_std,slope_ms_per_relpos,cluster,pca1,pca2
nano,no_cache,p2_L768,5,512,1525.3962232265626,1409.987267,2132.605629,2186.46555368,365.1177636770635,1237.7495578956064,5,5.46832188233647,-0.4988648555450198
nano,no_cache,p2_L768,5,2048,788.4813229560547,670.821979,1640.4147739499992,1721.39510258,459.8672510229418,1552.396734750511,4,4.1712145935305855,1.6827837390581406
nano,no_cache,p3,13,128,208.3017818046875,206.8377195,341.019381,347.90662295,106.90665379700684,38.420400565830676,0,-0.4660210349319039,-0.04173690355474147
nano,no_cache,p3,13,256,257.8192757597656,210.986309,540.8093308499999,556.9078443599999,154.74394596860472,191.76857220595107,0,0.07416689844168245,0.22116573492243416
nano,no_cache,p3,13,512,155.10723233789062,153.09243750000002,221.69747769999998,230.66304708,42.06647252588213,144.8469572722903,2,-0.7897010401084744,-0.05545239979381536
nano,no_cache,p3,13,1024,249.2644264033203,238.3255795,431.93120505,452.59970777,108.39572137396682,372.2220484715599,0,-0.01925867170445968,0.22926772982588742
nano,no_cache,p3,15,128,205.46145218359374,203.97927800000002,333.81293125,347.88924529999997,102.35190279016278,37.731711874565185,0,-0.4882658453166252,-0.053631024020200216
nano,no_cache,p3,15,256,256.86753955859376,214.02817449999998,526.6078484,543.58006298,152.115922730983,186.0756918489359,0,0.047929644378277965,0.20502663182126513
nano,no_cache,p3,15,512,155.733952546875,157.0387335,221.35889369999998,232.57846784,41.255865559944404,141.82950556615282,2,-0.7895416965118812,-0.06649560927589233
nano,no_cache,p3,15,1024,247.50359092285157,237.4652805,430.6597913,450.3028563,108.44451799853904,372.6489243982718,0,-0.023079090492769905,0.2325941922121978
nano,no_cache,p3,17,128,205.9904499296875,194.1643115,339.7040405,349.5131217,104.88795965568626,45.687027820912036,0,-0.4783955839079302,-0.026405371716480504
nano,no_cache,p3,17,256,258.43597263671876,213.83806900000002,540.00156615,640.2581447599999,160.11918381642326,202.96425553225026,0,0.14881616977801368,0.2444083856210656
nano,no_cache,p3,17,512,155.98239426757812,153.346746,224.0292337,231.27002327,42.40243146805059,145.59725314342938,2,-0.7854806481379708,-0.05467091740895645
nano,no_cache,p3,17,1024,246.2280393876953,233.0785315,429.34316379999996,448.67587079,106.98831436986579,367.74314507841785,0,-0.037553542660500004,0.22788887756438594
nano,no_cache,p3_L1152,21,512,2175.9144187109373,2091.0532974999996,2783.4729487,2859.18395363,378.3915149943664,1283.1978453087506,3,7.444968550537289,-1.7857203282563148
nano,no_cache,p3_L1152,21,2048,1118.7396236884765,1001.632837,2186.09198135,2262.27618274,589.1629250259639,2003.5178257635803,1,6.086365260335173,1.9258848831293534
nano,no_cache,p3_L768,9,512,1523.5541185351562,1415.679514,2133.9005522,2212.93813177,366.65044698534166,1241.3830525143449,5,5.494936606773094,-0.4955166715265789
nano,no_cache,p3_L768,9,2048,789.3287415043945,668.9981769999999,1640.4759599499998,1709.62321488,459.4471564823167,1551.7072526638958,4,4.161849542141543,1.6824261646922374
tau,kv_cache,p1,20,128,40.62818944140625,41.501942500000006,68.0051545,69.36949755,26.436440196060055,0.5263442763230441,2,-1.3243378003854718,-0.024426876249424453
tau,kv_cache,p1,20,256,40.400804251953126,40.794927,68.0312944,71.69556442,26.431119187495593,0.6620195708400455,2,-1.323670356010699,-0.023516438346364243
tau,kv_cache,p1,20,512,14.882192244140626,15.012811,16.41011125,17.011332319999998,1.0580132943319283,2.034788241082159,2,-1.498510132493812,-0.06091617597973021
tau,kv_cache,p1,20,1024,15.748221325195313,15.955053,17.7430086,18.21345852,1.358122067304183,2.8088899570274015,2,-1.4940422301071579,-0.06091025465993069
tau,kv_cache,p1,22,128,40.5355436328125,39.953823,68.06839775,70.64843455,26.340648806802328,-0.34620478447167385,2,-1.3259172350435848,-0.024077405525204876
tau,kv_cache,p1,22,256,40.551074275390626,40.777266499999996,68.6845511,69.48974665,26.996925372095088,2.3331151994964467,2,-1.3215564426420034,-0.019644692830140476
tau,kv_cache,p1,22,512,14.219178591796876,14.1893455,15.68840545,16.34647267,0.8969847295310442,0.8043756386628762,2,-1.5020098742186134,-0.06126356610924906
tau,kv_cache,p1,22,1024,14.983152388671876,14.8270145,17.040792399999997,18.98721088,1.1586777194565367,1.1641288428352887,2,-1.4974762191152453,-0.061523235550427297
tau,kv_cache,p1,24,128,39.6050720703125,40.1229615,67.58135625,68.42646644999999,26.309289884852163,-0.2076578377586323,2,-1.3281051480708932,-0.023238827580446993
tau,kv_cache,p1,24,256,40.80267055859375,40.5679635,68.7507297,69.97458237,26.526406100381653,2.9313803213550162,2,-1.3220250077160514,-0.020840926398675737
tau,kv_cache,p1,24,512,14.720038837890625,14.82539,16.63013015,16.902479449999998,1.3634930359499167,1.9295985141163416,2,-1.497977925584878,-0.0595406577788941
tau,kv_cache,p1,24,1024,16.0245222265625,15.8714935,18.2222407,18.9878911,1.1985406040875959,1.2391227556026068,2,-1.4948395943158976,-0.06340462707620541
tau,kv_cache,p1_L1152,16,512,158.85090401171874,158.95032,165.6199446,166.69633945,4.232541818631244,13.12691345944759,2,-1.0618147378383522,-0.3370921032533942
tau,kv_cache,p1_L1152,16,2048,22.554131450683595,22.6153645,27.88800645,28.78892524,3.5227040318197567,11.591752343576035,2,-1.4574890910964398,-0.05803216135463417
tau,kv_cache,p1_L768,4,512,152.62470669921876,152.821945,157.16847280000002,159.7138139,3.0337214817870235,7.762884936771186,2,-1.0889370825869018,-0.33417590899819727
tau,kv_cache,p1_L768,4,2048,20.754796739257813,20.012071,26.16166015,27.00238451,3.1969505002292764,10.166300857674809,2,-1.4653182297094585,-0.05618300402617996
tau,kv_cache,p2,26,128,40.48273834765625,40.727227,68.08916525000001,69.4232648,26.368951330525963,0.8365232882256232,2,-1.3249777387895783,-0.023426298541344537
tau,kv_cache,p2,26,256,41.45906011523437,41.797524,69.01894854999999,70.55977200999999,26.360694295352918,1.630881878736568,2,-1.3214227217764398,-0.024759738356283898
tau,kv_cache,p2,26,512,15.21673684765625,15.4832645,16.70740145,17.09258547,1.195585868635171,2.402460740572901,2,-1.4969317497653314,-0.06082683587325853
tau,kv_cache,p2,26,1024,14.766487795898438,14.632742,17.956081299999997,18.68853529,1.6215728343694353,4.409171903268702,2,-1.4935810889629948,-0.05604260879019152
tau,kv_cache,p2,28,128,40.9652770625,40.9891505,68.5218225,69.33588745,26.225314044235095,0.7958760904596511,2,-1.3245727535855776,-0.024742111471264597
tau,kv_cache,p2,28,256,39.658179537109376,38.4094085,67.96595975,68.89030412999999,26.017854271659605,2.8264354588693514,2,-1.327407698460976,-0.019473222697136423
tau,kv_cache,p2,28,512,14.48400501171875,14.525088499999999,16.0777933,16.7887073,1.1387310736761709,3.216853609777863,2,-1.4984205378389306,-0.05846842907484068
tau,kv_cache,p2,28,1024,15.620898932617187,15.6347235,18.518452049999993,19.62292909,1.7196125932489255,4.527230264885196,2,-1.4907699612863206,-0.05745461915707457
tau,kv_cache,p2,30,128,40.5056106875,40.3827625,67.88820575,68.45088165,26.387975140689534,-0.10848727668923809,2,-1.3266400866261825,-0.02391595398537401
tau,kv_cache,p2,30,256,38.50892915429687,38.2294825,64.90626275,65.67235167999999,24.954486627802616,1.4381464625772824,2,-1.3362609475978735,-0.023291889862765817
tau,kv_cache,p2,30,512,15.087609869140625,14.8598025,17.11203145,17.953231909999996,1.1298199816792838,1.5488734331490792,2,-1.4976919185002966,-0.061294152274851604
tau,kv_cache,p2,30,1024,15.677404889648438,15.4466655,18.8292158,20.05662212,1.5533835484249157,3.7603881758901427,2,-1.4915158863582092,-0.058796440083686966
tau,kv_cache,p2_L1152,20,512,159.12662968359376,159.244015,165.12974495,166.68569868,4.174232632335306,12.767269115482732,2,-1.062082280542333,-0.3381910252717863
tau,kv_cache,p2_L1152,20,2048,22.367143130371094,22.094486500000002,28.0737797,28.925085009999997,3.641187261883254,11.929638522457239,2,-1.4573027952726905,-0.056542987625010165
tau,kv_cache,p2_L768,8,512,152.78553865039063,152.548695,156.45786005,159.25014603,2.3080467174579113,5.256111437154476,2,-1.0937339597643154,-0.33931049883517284
tau,kv_cache,p2_L768,8,2048,20.83026217871094,20.561276,26.1148644,26.926748489999998,3.168950234958471,10.206921300346695,2,-1.4649029960404165,-0.05688308631391972
tau,kv_cache,p3,32,128,40.15850511328125,40.2556575,67.74105075,68.8320108,26.24961115029121,1.1526978082768904,2,-1.3262792435297022,-0.022700405745586766
tau,kv_cache,p3,32,256,39.6288795859375,39.8096365,67.12349075,68.15591446,26.36378192962822,0.2671783471733226,2,-1.3282554290912758,-0.022163356679451608
tau,kv_cache,p3,32,512,15.523578650390625,15.647884000000001,17.380918649999998,17.99606622,1.3184662603473538,3.5028929704397913,2,-1.4943903295367298,-0.05976861532712748
tau,kv_cache,p3,32,1024,16.607981600585937,16.3979005,19.10968635,19.86817499,1.3919157382755463,3.830710242901072,2,-1.4902598867130705,-0.06115720963005951
tau,kv_cache,p3,34,128,40.6921373125,40.5751595,67.888819,68.82973455,26.18648040365574,-0.027950919978004488,2,-1.3265915710340057,-0.024986506013350968
tau,kv_cache,p3,34,256,40.13657071484375,39.336773,67.4349307,68.71951354,25.775046556885894,2.676294696726994,2,-1.3274244407328646,-0.0218843640800039
tau,kv_cache,p3,34,512,14.365194705078125,14.294792000000001,16.1156902,16.99408735,1.052721247648171,2.9940087414655427,2,-1.4989891361046073,-0.05869993222163296
tau,kv_cache,p3,34,1024,16.892494193359376,16.843586000000002,19.620708299999997,20.09377072,1.8391634383640776,5.656830476767046,2,-1.4865143568167696,-0.05832467402532121
tau,kv_cache,p3,36,128,39.93921723046875,39.5995545,66.11821325,66.71880065,25.08511423024134,0.3735514076176973,2,-1.333055956796928,-0.026770541922428608
tau,kv_cache,p3,36,256,39.2390026640625,39.8952855,66.1371352,68.25377314999999,24.940200095395614,2.1305615738155272,2,-1.3314799468203307,-0.025295108117330038
tau,kv_cache,p3,36,512,15.1176459765625,15.2339785,16.991525799999998,17.6922873,1.2556684920727677,3.4086146907909076,2,-1.4957398274263862,-0.059262723054216475
tau,kv_cache,p3,36,1024,15.128222883789062,15.3026745,17.2232166,18.04192854,1.3237233527023788,3.083263136056076,2,-1.495402294899396,-0.0594707218183607
tau,kv_cache,p3_L1152,24,512,159.56363130859376,159.70614,165.55286325,166.86141024999998,3.8883658913045402,11.931684451494139,2,-1.06242361757079,-0.3410681041662321
tau,kv_cache,p3_L1152,24,2048,23.092608010253905,23.0605935,28.40661485,29.647150630000002,3.353596858896245,11.113024662977857,2,-1.4566999292430582,-0.06021490351838707
tau,kv_cache,p3_L768,12,512,151.72725590429687,150.18184000000002,165.10208065,169.78433800999997,5.845188383168683,6.336351956306306,2,-1.0747183603516506,-0.32281942298995625
tau,kv_cache,p3_L768,12,2048,20.379343282714842,20.184178,25.40774985,27.09427283,3.062167748202466,9.626086905059104,2,-1.4666846365571102,-0.05705459550852986
tau,no_cache,p1,19,128,253.761433671875,240.76178599999997,398.51115575,427.8172980499999,114.97440727577448,55.09891600952215,0,-0.2827915230134906,-0.07921597871900231
tau,no_cache,p1,19,256,313.9394071210937,280.3533355,600.6470946000001,729.35904041,165.28737882795613,228.7221229945528,0,0.3747233510448022,0.1614148473920959
tau,no_cache,p1,19,512,214.02590786914064,214.523465,308.7051187,342.95555537999996,55.90138761168107,186.08083038191367,0,-0.4997728833121074,-0.09085895200862558
tau,no_cache,p1,19,1024,315.1587020800781,302.981443,514.6731209999999,539.8028587399999,121.96549261915234,419.05088579583145,0,0.26582654716975257,0.19133449536149488
tau,no_cache,p1,21,128,252.654841484375,253.65069,392.73978850000003,399.64686205000004,109.76980547509817,49.196610574254144,0,-0.31158816439295617,-0.11547058406071481
tau,no_cache,p1,21,256,313.6678198320312,277.1710885,602.2975694,657.1669090299999,164.15897633131883,224.7624422345619,0,0.32455367942287544,0.16113580859220425
tau,no_cache,p1,21,512,216.1409124140625,216.7864735,317.0791841,343.67112291,53.65495718957548,177.5982716249987,0,-0.5036113444426977,-0.11332291215936802
tau,no_cache,p1,21,1024,316.5027918115234,312.6064965,516.2797032999999,539.02342255,121.99043002151787,419.2608619788054,0,0.27591479963837384,0.18021824529099445
tau,no_cache,p1,23,128,255.704311359375,241.6247635,398.19663275,412.8078478499999,110.95711651796839,53.89412893975481,0,-0.30138836944101355,-0.09732633420178666
tau,no_cache,p1,23,256,313.195304625,256.692632,622.61275005,682.80745979,168.4895698053333,221.46473578127723,0,0.34304589570781147,0.1926188179882488
tau,no_cache,p1,23,512,209.68658225976563,202.874683,293.55816699999997,317.76250251,53.1491442671083,179.4363924696902,0,-0.5499417010413491,-0.08915903504382669
tau,no_cache,p1,23,1024,316.3491871816406,308.2680765,520.2530317999998,551.1304831799999,122.30769896377396,418.9411209258507,0,0.28211494806313414,0.1846438038043585
tau,no_cache,p1_L1152,14,512,2266.8196697285157,2241.0124425,2863.37718565,2904.0896431399997,355.99666109642897,1210.9244805897165,3,7.603228057549244,-2.1936842282935003
tau,no_cache,p1_L1152,14,2048,1228.9202372578125,1121.1862985,2307.5631122499994,2404.86944712,604.1281196237692,2058.301556180842,1,6.5207714687270295,1.7981812260484735
tau,no_cache,p1_L768,2,512,1620.1231852207031,1523.9687555,2145.25173935,2183.69927312,358.80778681943013,1212.793488562296,5,5.613137768319643,-0.7519797184645713
tau,no_cache,p1_L768,2,2048,886.6103540844726,775.36879,1760.6856647,1835.3726465599998,479.0698410727396,1621.3626895381385,4,4.588437041488714,1.6142457450775616
tau,no_cache,p2,25,128,258.91175950390624,250.200208,409.355114,447.2340348499999,118.42318821293883,52.11172965409272,0,-0.24553680095582633,-0.08592492432974125
tau,no_cache,p2,25,256,316.42063249023437,268.696883,621.1650509,696.59355489,168.64785471926578,232.05257137830188,0,0.37201280557507876,0.18807101397460904
tau,no_cache,p2,25,512,211.99846493359374,211.542516,317.5484806,343.32879075999995,55.845559618478234,187.39624309824785,0,-0.4975936423725129,-0.0856556374518478
tau,no_cache,p2,25,1024,316.96504971875,310.0802945,516.6624697,538.9601167,120.3437627486463,413.0946392813559,0,0.26487089446889,0.1697457577199915
tau,no_cache,p2,27,128,256.70931283984373,250.12471,403.27785925,446.5822686999999,112.2896516981454,59.03709095641824,0,-0.26284323905087725,-0.09941064784116128
tau,no_cache,p2,27,256,318.0780724921875,265.12661549999996,629.4245195,705.9171861699999,168.425114182746,238.59996080292998,0,0.3853175734020429,0.1950364538943426
tau,no_cache,p2,27,512,213.56941215234374,211.18419949999998,314.7743458,336.26672002,56.76236738295783,189.995043050274,0,-0.4977563772632089,-0.07970165051534754
tau,no_cache,p2,27,1024,316.94508531054686,320.345595,516.7777992,535.16987732,120.23763499935423,412.8899357063444,0,0.2710366554953511,0.15853127076688217
