engine,mode,prompt_id,run_id,gen_tokens,token_ms_mean,token_ms_p50,token_ms_p95,token_ms_p99,token_ms_std,slope_ms_per_relpos
nano,no_cache,p1_L1152,13,2048,1123.8018,1001.6488952636719,2179.206164550781,2267.504621582031,590.16693,2010.7184575417077
nano,no_cache,p1_L768,1,2048,813.6228,693.4416809082031,1648.2878906249998,1718.5544201660157,452.15228,1522.683553216132
nano,no_cache,p2,7,1024,224.88568,195.03423309326172,446.13769378662107,540.0468975830078,116.761,240.86197964962594
nano,no_cache,p2,9,1024,226.5506,194.27342987060547,446.8666564941405,540.4866857910154,118.521545,243.30035007030054
nano,no_cache,p2,11,1024,224.8453,190.11316680908203,443.8383163452148,537.7961114501953,116.87144,243.63433654394817
nano,no_cache,p2_L1152,17,2048,1118.4116,995.9658813476562,2182.4761962890625,2285.2283178710936,590.17786,2006.1593928229772
nano,no_cache,p2_L768,5,2048,788.4813,670.8219909667969,1640.4147888183586,1721.3951306152344,459.86725,1552.3967360673498
nano,no_cache,p3,13,1024,225.69028,194.09545135498047,440.35625915527345,542.4806427001951,117.5088,244.52831333687556
nano,no_cache,p3,15,1024,224.51987,191.0922088623047,440.9161926269531,527.4170263671874,115.998085,243.5020392366369
nano,no_cache,p3,17,1024,224.41548,195.43204498291016,442.4173370361328,542.251998901367,118.05973,240.14429095976064
nano,no_cache,p3_L1152,21,2048,1118.7396,1001.6328430175781,2186.0919677734373,2262.276162109375,589.1629,2003.517824992363
nano,no_cache,p3_L768,9,2048,789.32874,668.9981689453125,1640.4759765625,1709.6232165527344,459.44714,1551.70725302899
tau,kv_cache,p1,20,1024,23.798563,15.574591159820557,67.16063194274902,68.64867897033687,19.305832,-21.284746146397996
tau,kv_cache,p1,22,1024,23.334295,14.765111446380615,67.84016914367676,68.9371997833252,19.687222,-22.953033333295554
tau,kv_cache,p1,24,1024,23.860954,15.681490421295166,67.48325729370117,68.78459518432616,19.26309,-21.45322249940421
tau,kv_cache,p1_L1152,16,2048,22.55413,22.61536407470703,27.888006114959715,28.788925132751466,3.5227041,11.591752358357812
tau,kv_cache,p1_L768,4,2048,20.754797,20.012070655822754,26.161660003662107,27.00238405227661,3.1969504,10.166300804181661
tau,kv_cache,p2,26,1024,23.655586,15.304265022277832,68.03722457885742,69.29557388305663,19.635862,-22.079598318244418
tau,kv_cache,p2,28,1024,23.525917,15.249516487121582,67.18636283874511,68.57134872436522,19.120169,-19.918260714384495
tau,kv_cache,p2,30,1024,23.3787,15.290693759918213,65.89144897460938,67.70394294738769,18.487394,-19.84200193629123
tau,kv_cache,p2_L1152,20,2048,22.367144,22.094486236572266,28.073780059814453,28.92508506774902,3.6411872,11.929638526892326
tau,kv_cache,p2_L768,8,2048,20.830261,20.56127643585205,26.114864826202393,26.92674877166748,3.1689503,10.20692127573027
tau,kv_cache,p3,32,1024,24.099483,16.12597942352295,66.46068305969239,67.72173439025877,18.85068,-19.152068587114815
tau,kv_cache,p3,34,1024,24.140627,15.862648010253906,66.83297462463379,68.27477989196777,18.895151,-18.120926136251942
tau,kv_cache,p3,36,1024,23.2406,15.380719661712646,65.21921577453612,66.4471826171875,18.45665,-20.71731232644696
tau,kv_cache,p3_L1152,24,2048,23.092607,23.060593605041504,28.40661506652832,29.64715076446533,3.353597,11.1130245775209
tau,kv_cache,p3_L768,12,2048,20.379343,20.184178352355957,25.407750034332274,27.094273433685302,3.0621676,9.6260868895178
tau,no_cache,p1,19,1024,285.5919,257.8891906738281,524.0908660888671,602.2362158203124,129.01682,290.0470823863923
tau,no_cache,p1,21,1024,286.47595,255.0877914428711,528.797494506836,604.264264526367,127.886856,290.4345802916702
tau,no_cache,p1,23,1024,285.20718,260.35523986816406,537.4518096923828,636.5214837646479,130.01538,290.5311953877303
tau,no_cache,p1_L1152,14,2048,1228.9203,1121.1863403320312,2307.5630737304687,2404.8693896484374,604.1281,2058.3015546283073
tau,no_cache,p1_L768,2,2048,886.61035,775.3687744140625,1760.685693359375,1835.3726037597655,479.06985,1621.3626914717145
tau,no_cache,p2,25,1024,287.06778,257.5628204345703,527.5676544189453,639.0052301025385,130.07253,286.48703915917605
tau,no_cache,p2,27,1024,287.53162,256.143310546875,526.5149444580078,644.6312677001937,129.38708,286.8029215462245
tau,no_cache,p2,29,1024,286.48157,254.43355560302734,530.3674743652343,602.231958618164,129.35764,293.05756686578883
tau,no_cache,p2_L1152,18,2048,1227.6969,1106.9728393554688,2302.344067382812,2404.665185546875,603.9017,2057.591977094647
tau,no_cache,p2_L768,6,2048,888.2273,775.8833312988281,1750.494592285156,1842.2631994628907,476.54865,1613.8946043792191
tau,no_cache,p3,31,1024,286.90668,258.614013671875,530.5058837890624,606.737808227539,130.1214,292.3324401439651
tau,no_cache,p3,33,1024,286.54724,259.19712829589844,529.4314544677734,612.6869671630847,129.04027,284.422460393507
tau,no_cache,p3,35,1024,287.51367,266.2344970703125,527.4375244140624,652.0997760009765,129.42043,283.8909575606808
tau,no_cache,p3_L1152,22,2048,1225.8774,1117.5363159179688,2307.8452270507814,2405.2828344726563,603.0311,2055.002421664331
tau,no_cache,p3_L768,10,2048,889.29395,772.9989318847656,1756.175909423828,1832.1125134277343,476.41043,1610.870526867434
