engine,mode,prompt_id,run_id,gen_tokens,token_ms_mean,token_ms_p50,token_ms_p95,token_ms_p99,token_ms_std,slope_ms_per_relpos,cluster,pca1,pca2
tau,kv_cache,p2,28,1024,23.525917,15.249516487121582,67.18636283874511,68.57134872436522,19.120169,-19.918260714384495,2,-1.68700752767013,0.053939232072875265
tau,kv_cache,p2,30,1024,23.3787,15.290693759918213,65.89144897460938,67.70394294738769,18.487394,-19.84200193629123,2,-1.6895528106485478,0.053661456063454537
tau,kv_cache,p2_L1152,20,2048,22.367144,22.094486236572266,28.073780059814453,28.92508506774902,3.6411872,11.929638526892326,2,-1.736127417878932,0.07848067839275492
tau,kv_cache,p2_L768,8,2048,20.830261,20.56127643585205,26.114864826202393,26.92674877166748,3.1689503,10.20692127573027,2,-1.7437499144480255,0.07985261731762384
tau,kv_cache,p3,32,1024,24.099483,16.12597942352295,66.46068305969239,67.72173439025877,18.85068,-19.152068587114815,2,-1.6862986627236365,0.053288331089938724
tau,kv_cache,p3,34,1024,24.140627,15.862648010253906,66.83297462463379,68.27477989196777,18.895151,-18.120926136251942,2,-1.6853797573714189,0.05454912324035545
tau,kv_cache,p3,36,1024,23.2406,15.380719661712646,65.21921577453612,66.4471826171875,18.45665,-20.71731232644696,2,-1.6912071112506715,0.05315833410964906
tau,kv_cache,p3_L1152,24,2048,23.092607,23.060593605041504,28.40661506652832,29.64715076446533,3.353597,11.1130245775209,2,-1.73467991888996,0.07520697297646768
tau,kv_cache,p3_L768,12,2048,20.379343,20.184178352355957,25.407750034332274,27.094273433685302,3.0621676,9.6260868895178,2,-1.745549371016987,0.07982386490614055
tau,no_cache,p1,19,1024,285.5919,257.8891906738281,524.0908660888671,602.2362158203124,129.01682,290.0470823863923,4,-0.16918429496372886,-0.18084338287050442
tau,no_cache,p1,21,1024,286.47595,255.0877914428711,528.797494506836,604.264264526367,127.886856,290.4345802916702,4,-0.17001120344152515,-0.17984726269198903
tau,no_cache,p1,23,1024,285.20718,260.35523986816406,537.4518096923828,636.5214837646479,130.01538,290.5311953877303,4,-0.13862455932403955,-0.19564642963293855
tau,no_cache,p1_L1152,14,2048,1228.9203,1121.1863403320312,2307.5630737304687,2404.8693896484374,604.1281,2058.3015546283073,3,5.8388476787977295,-0.153028400091019
tau,no_cache,p1_L768,2,2048,886.61035,775.3687744140625,1760.685693359375,1835.3726037597655,479.06985,1621.3626914717145,1,3.936487083344409,0.1257618540489326
tau,no_cache,p2,25,1024,287.06778,257.5628204345703,527.5676544189453,639.0052301025385,130.07253,286.48703915917605,4,-0.14638198330649832,-0.19876384420167958
tau,no_cache,p2,27,1024,287.53162,256.143310546875,526.5149444580078,644.6312677001937,129.38708,286.8029215462245,4,-0.14640597348307008,-0.20005529449143197
tau,no_cache,p2,29,1024,286.48157,254.43355560302734,530.3674743652343,602.231958618164,129.35764,293.05756686578883,4,-0.16645709369993147,-0.17355762785582712
tau,no_cache,p2_L1152,18,2048,1227.6969,1106.9728393554688,2302.344067382812,2404.665185546875,603.9017,2057.591977094647,3,5.816532542432927,-0.13538798980271724
tau,no_cache,p2_L768,6,2048,888.2273,775.8833312988281,1750.494592285156,1842.2631994628907,476.54865,1613.8946043792191,1,3.9273378625843107,0.11002915751813007
tau,no_cache,p3,31,1024,286.90668,258.614013671875,530.5058837890624,606.737808227539,130.1214,292.3324401439651,4,-0.1573417162670815,-0.18070528201988606
tau,no_cache,p3,33,1024,286.54724,259.19712829589844,529.4314544677734,612.6869671630847,129.04027,284.422460393507,4,-0.1612735146628674,-0.19354014564879982
tau,no_cache,p3,35,1024,287.51367,266.2344970703125,527.4375244140624,652.0997760009765,129.42043,283.8909575606808,4,-0.13140866457137956,-0.2187100754062424
tau,no_cache,p3_L1152,22,2048,1225.8774,1117.5363159179688,2307.8452270507814,2405.2828344726563,603.0311,2055.002421664331,3,5.827384068794459,-0.15141687342456736
tau,no_cache,p3_L768,10,2048,889.29395,772.9989318847656,1756.175909423828,1832.1125134277343,476.41043,1610.870526867434,1,3.9207190853794853,0.11328493922057759
