device,variant,mode,relpos_bin,token_ms_mean_speedup_tau_over_nano,token_ms_p50_speedup_tau_over_nano,token_ms_p95_speedup_tau_over_nano
unknown,1767102282,kv_cache,10-25%,1.0500805592038711,1.0509740188622405,1.055134474182298
unknown,1767102282,kv_cache,25-50%,1.048915852981608,1.0495165662864556,1.0576196562739126
unknown,1767102282,kv_cache,50-75%,1.0578327841225248,1.0586029363024911,1.0626064915532234
unknown,1767102282,kv_cache,75-90%,1.0676118838004498,1.0623228527738653,1.0706722607139538
unknown,1767102282,kv_cache,90-100%,1.071769331046883,1.066855051772972,1.0775395092589546
unknown,1767102282,no_cache,0-10%,0.8387558273456756,0.8487517009564963,0.8454122690381725
unknown,1767102282,no_cache,10-25%,0.8529862978109877,0.8559698094952684,0.8548002423372587
unknown,1767102282,no_cache,25-50%,0.8502341050055393,0.8516781517586768,0.8396908992087513
unknown,1767102282,no_cache,50-75%,0.8373608178552998,0.8462936962653662,0.7795925407273709
unknown,1767102282,no_cache,75-90%,0.8476327940952239,0.8507213253842236,0.8275808511405697
unknown,1767102282,no_cache,90-100%,0.8432584277647102,0.8490305804759148,0.813362864666128
unknown,1767104587,kv_cache,0-10%,1.0471388809276445,1.0422349998677318,1.0556699250321582
unknown,1767104587,kv_cache,10-25%,1.0575960427617541,1.0563388917583958,1.0555050849955547
unknown,1767104587,kv_cache,25-50%,1.0818233811770503,1.0768780116882104,1.0804244255620745
unknown,1767104587,kv_cache,50-75%,1.1026217616457268,1.0906973423125488,1.110938618751377
unknown,1767104587,kv_cache,75-90%,1.1100418727984194,1.105655946670181,1.1095414131786963
unknown,1767104587,kv_cache,90-100%,1.1266531679631988,1.1274431239649652,1.106021604674181
unknown,1767104587,no_cache,0-10%,0.8534535528216994,0.8617026615387896,0.790925650384046
unknown,1767104587,no_cache,10-25%,0.8633135644191201,0.8598755804083907,0.8833657862408173
unknown,1767104587,no_cache,25-50%,0.8559048248051616,0.8603963672008053,0.8316150355876323
unknown,1767104587,no_cache,50-75%,0.8670657139414195,0.8749570661623615,0.8247275243564518
unknown,1767104587,no_cache,75-90%,0.8643199152732948,0.8816022194415928,0.8050771097670565
unknown,1767104587,no_cache,90-100%,0.8809215470415209,0.8980238600615463,0.8959755460854285
unknown,1767204018,kv_cache,0-10%,1.3956657558514503,1.378044778684718,1.469115112418612
unknown,1767204018,kv_cache,10-25%,1.5012307592384246,1.4763145839187324,1.6519878702817494
unknown,1767204018,kv_cache,25-50%,1.6831727798367058,1.7278057566425893,1.7542609126914872
unknown,1767204018,kv_cache,50-75%,1.81644750164045,1.7988970780457383,1.8591910886789218
unknown,1767204018,kv_cache,75-90%,1.9015068142630105,1.8924441450544516,1.9137798918080626
unknown,1767204018,kv_cache,90-100%,1.9449539166766423,1.9418282830643836,1.9450532164161751
unknown,1767204018,no_cache,0-10%,0.8132438640263795,0.8602901641822,0.8425748485967004
unknown,1767204018,no_cache,10-25%,0.8455727755306767,0.8607145835723777,0.854651993749708
unknown,1767204018,no_cache,25-50%,0.8784082183190871,0.8753603661797378,0.8988278805175972
unknown,1767204018,no_cache,50-75%,0.9106636211424106,0.9099954326743682,0.9242414523940004
unknown,1767204018,no_cache,75-90%,0.9272340300825861,0.9205680723444364,0.9421109887478518
unknown,1767204018,no_cache,90-100%,0.939827763026338,0.9416708338712647,0.942638020562103
unknown,1767240798,kv_cache,0-10%,1.1341038117871283,1.1357085930266027,1.1902881396654217
unknown,1767240798,kv_cache,10-25%,1.1458114769209518,1.1526668006688832,1.2012701193949553
unknown,1767240798,kv_cache,25-50%,1.1605071837031942,1.1631003168360081,1.1969170838446197
unknown,1767240798,kv_cache,50-75%,1.1729706435732121,1.1663525766547136,1.2079977739585135
unknown,1767240798,kv_cache,75-90%,1.1916854813648698,1.173180098219292,1.2145892437458565
unknown,1767240798,kv_cache,90-100%,1.2024728299777496,1.2019096505589477,1.2297728076020045
unknown,1767240798,no_cache,0-10%,0.9714546643920798,0.9898439026848508,1.0680452873690314
unknown,1767240798,no_cache,10-25%,0.9858064206662355,1.001833626144333,1.1156401778884686
unknown,1767240798,no_cache,25-50%,0.9969126343902627,1.00640449738026,1.1032934445848197
unknown,1767240798,no_cache,50-75%,0.9977188121122714,0.9351740300020507,1.1049500579886076
unknown,1767240798,no_cache,75-90%,0.9648977436219137,0.9700095087493708,0.9976580229869421
unknown,1767240798,no_cache,90-100%,0.9781453619819221,0.9818246509205225,0.9781685555046109
unknown,1767278026,kv_cache,0-10%,1.0529487890209048,1.0532470565070027,1.037000795271337
unknown,1767278026,kv_cache,10-25%,1.047279774035743,1.0504997723244707,1.0305991181700485
unknown,1767278026,kv_cache,25-50%,1.0543754314078333,1.0361595804486587,1.0377103154121352
unknown,1767278026,kv_cache,50-75%,1.0580261874987182,1.0390836512590165,1.0405697111119785
unknown,1767278026,kv_cache,75-90%,1.064495231048083,1.0652492061572512,1.0450987285295716
unknown,1767278026,kv_cache,90-100%,1.0693808883687292,1.0699665103481755,1.0556716228433902
unknown,1767278026,no_cache,0-10%,0.980714517817214,0.9815981211819662,0.9854735730287711
unknown,1767278026,no_cache,10-25%,0.9800694914180695,0.9892125319377827,0.9864659304587005
unknown,1767278026,no_cache,25-50%,0.9797838280694974,0.970353505234811,0.9819731668954154
unknown,1767278026,no_cache,50-75%,0.9725479579052231,0.976796488429966,0.9876871397081768
unknown,1767278026,no_cache,75-90%,0.9940273621516509,0.9893277703186095,1.0034714378277176
unknown,1767278026,no_cache,90-100%,0.9932966120137787,0.9914789109032637,0.9988601649311414
unknown,1767325731,kv_cache,0-10%,1.053442993449138,1.0472577039060615,1.0721287447045296
unknown,1767325731,kv_cache,10-25%,1.0662391910566462,1.0607187548519277,1.0881224101160487
unknown,1767325731,kv_cache,25-50%,1.088265422451021,1.0835281590074368,1.1176406360409032
unknown,1767325731,kv_cache,50-75%,1.0757788787703066,1.0995554823457612,1.1147146399384245
unknown,1767325731,kv_cache,75-90%,0.9877017805692502,1.0453662358228457,1.3614961053854668
unknown,1767325731,kv_cache,90-100%,0.926852839228915,0.7642783436073034,1.4198400650978122
unknown,1767325731,no_cache,0-10%,0.9758200795186236,0.9749659034171481,0.9819783576239252
unknown,1767325731,no_cache,10-25%,0.9781007943644587,0.9841923517508766,0.9836937474828857
unknown,1767325731,no_cache,25-50%,0.9870618450668331,0.9845633250288145,0.9879222013977268
unknown,1767325731,no_cache,50-75%,1.0003048189861263,0.9890570047266783,1.0008997083097326
unknown,1767325731,no_cache,75-90%,1.0105234800878256,1.0044778280877615,1.0228062046232096
unknown,1767325731,no_cache,90-100%,1.0136142299813846,1.0078107639168876,1.0286038698637954
