run_id,engine,mode,prompt_id,prompt_len,gen_tokens,prefill_ms,prime_ms,ttft_ms,decode_total_ms,tokens_per_sec,decode_tokens_per_sec,end_to_end_ms,p50_token_ms,p95_token_ms,rss_before_mb,rss_after_mb
19,tau,no_cache,p1,384,512,0.0000,0.0000,139.0293,109442.4593,4.6691,4.6691,109581.4886,214.5851,308.5328,83268.0000,95212.0000
20,tau,kv_cache,p1,384,512,4995.0892,0.0000,14.0035,7605.8944,67.1847,67.1847,12614.9871,15.0128,16.4062,95212.0000,98120.0000
21,tau,no_cache,p1,384,512,0.0000,0.0000,140.5050,110523.8577,4.6234,4.6234,110664.3627,217.2283,316.8941,83268.0000,95212.0000
22,tau,kv_cache,p1,384,512,5103.8345,0.0000,12.5745,7267.8793,70.3094,70.3094,12384.2882,14.1929,15.6858,95212.0000,97004.0000
23,tau,no_cache,p1,384,512,0.0000,0.0000,120.7016,107239.0605,4.7651,4.7651,107359.7621,202.9382,293.2520,83268.0000,95212.0000
24,tau,kv_cache,p1,384,512,4924.6172,0.0000,14.2135,7522.6752,67.9280,67.9280,12461.5059,14.8355,16.6284,95212.0000,98092.0000
25,tau,no_cache,p2,384,512,0.0000,0.0000,122.5201,108420.9087,4.7131,4.7131,108543.4288,211.8256,317.1655,83268.0000,95212.0000
26,tau,kv_cache,p2,384,512,4483.9795,0.0000,14.2409,7776.9623,65.7069,65.7069,12275.1826,15.4835,16.7059,95212.0000,96960.0000
27,tau,no_cache,p2,384,512,0.0000,0.0000,136.0743,109211.6904,4.6790,4.6790,109347.7648,211.2274,314.5246,83268.0000,95212.0000
28,tau,kv_cache,p2,384,512,4903.7233,0.0000,13.9835,7402.0554,69.0349,69.0349,12319.7622,14.5350,16.0724,95212.0000,96980.0000
29,tau,no_cache,p2,384,512,0.0000,0.0000,134.8264,109641.6799,4.6606,4.6606,109776.5063,210.8697,309.2248,83272.0000,95220.0000
30,tau,kv_cache,p2,384,512,5046.3923,0.0000,14.2521,7710.8233,66.2705,66.2705,12771.4678,14.8622,17.0889,95220.0000,97496.0000
31,tau,no_cache,p3,384,512,0.0000,0.0000,123.1709,108796.0125,4.6969,4.6969,108919.1833,217.0709,294.3555,83276.0000,95220.0000
32,tau,kv_cache,p3,384,512,4462.8430,0.0000,12.3964,7935.9144,64.3908,64.3908,12411.1538,15.6488,17.3805,95220.0000,98172.0000
33,tau,no_cache,p3,384,512,0.0000,0.0000,123.5551,107619.9404,4.7482,4.7482,107743.4955,213.2315,289.6670,83276.0000,95220.0000
34,tau,kv_cache,p3,384,512,4896.7457,0.0000,11.5984,7343.6353,69.5841,69.5841,12251.9794,14.3001,16.0798,95220.0000,98860.0000
35,tau,no_cache,p3,384,512,0.0000,0.0000,133.9936,109660.1495,4.6599,4.6599,109794.1432,213.4313,295.0740,85572.0000,96172.0000
36,tau,kv_cache,p3,384,512,4862.9356,0.0000,14.5046,7725.9604,66.1406,66.1406,12603.4006,15.2393,16.9858,96172.0000,100084.0000
